,accepted_species,Assigned_group,number_of_species_in_group
741,Oldenlandia corymbosa,ASS,57
741,Oldenlandia corymbosa,BAN,81
741,Oldenlandia corymbosa,BEN,35
741,Oldenlandia corymbosa,BKN,24
741,Oldenlandia corymbosa,BOR,57
741,Oldenlandia corymbosa,BOT,14
741,Oldenlandia corymbosa,BUR,15
741,Oldenlandia corymbosa,CAF,37
741,Oldenlandia corymbosa,CBD,79
741,Oldenlandia corymbosa,CHA,21
741,Oldenlandia corymbosa,CHC,72
741,Oldenlandia corymbosa,CHH,38
741,Oldenlandia corymbosa,CHS,69
741,Oldenlandia corymbosa,CMN,41
741,Oldenlandia corymbosa,CON,35
741,Oldenlandia corymbosa,CVI,4
741,Oldenlandia corymbosa,EGY,7
741,Oldenlandia corymbosa,EHM,46
741,Oldenlandia corymbosa,ERI,11
741,Oldenlandia corymbosa,ETH,22
741,Oldenlandia corymbosa,GAB,32
741,Oldenlandia corymbosa,GAM,20
741,Oldenlandia corymbosa,GGI,17
741,Oldenlandia corymbosa,GHA,35
741,Oldenlandia corymbosa,GNB,26
741,Oldenlandia corymbosa,GUI,37
741,Oldenlandia corymbosa,IND,78
741,Oldenlandia corymbosa,IVO,36
741,Oldenlandia corymbosa,JAW,60
741,Oldenlandia corymbosa,KEN,31
741,Oldenlandia corymbosa,KOR,18
741,Oldenlandia corymbosa,LBR,27
741,Oldenlandia corymbosa,LBS,11
741,Oldenlandia corymbosa,LDV,11
741,Oldenlandia corymbosa,MAU,5
741,Oldenlandia corymbosa,MDG,14
741,Oldenlandia corymbosa,MDV,7
741,Oldenlandia corymbosa,MLI,21
741,Oldenlandia corymbosa,MLW,25
741,Oldenlandia corymbosa,MLY,80
741,Oldenlandia corymbosa,MOZ,28
741,Oldenlandia corymbosa,MYA,88
741,Oldenlandia corymbosa,NAT,15
741,Oldenlandia corymbosa,NCB,34
741,Oldenlandia corymbosa,NEP,41
741,Oldenlandia corymbosa,NGA,42
741,Oldenlandia corymbosa,NWG,36
741,Oldenlandia corymbosa,OGA,4
741,Oldenlandia corymbosa,OMA,12
741,Oldenlandia corymbosa,PHI,48
741,Oldenlandia corymbosa,REU,5
741,Oldenlandia corymbosa,RWA,15
741,Oldenlandia corymbosa,SAU,13
741,Oldenlandia corymbosa,SCS,7
741,Oldenlandia corymbosa,SEN,26
741,Oldenlandia corymbosa,SIE,27
741,Oldenlandia corymbosa,SOC,8
741,Oldenlandia corymbosa,SOM,16
741,Oldenlandia corymbosa,SRL,61
741,Oldenlandia corymbosa,SUD,30
741,Oldenlandia corymbosa,SUL,37
741,Oldenlandia corymbosa,SUM,54
741,Oldenlandia corymbosa,SWZ,13
741,Oldenlandia corymbosa,TAI,34
741,Oldenlandia corymbosa,TAN,38
741,Oldenlandia corymbosa,THA,98
741,Oldenlandia corymbosa,TOG,26
741,Oldenlandia corymbosa,TVL,20
741,Oldenlandia corymbosa,UGA,32
741,Oldenlandia corymbosa,VIE,99
741,Oldenlandia corymbosa,WHM,30
741,Oldenlandia corymbosa,ZAI,47
741,Oldenlandia corymbosa,ZAM,23
741,Oldenlandia corymbosa,ZIM,20
742,Oldenlandia herbacea,AND,44
742,Oldenlandia herbacea,ANG,28
742,Oldenlandia herbacea,ASS,57
742,Oldenlandia herbacea,BAN,81
742,Oldenlandia herbacea,BEN,35
742,Oldenlandia herbacea,BKN,24
742,Oldenlandia herbacea,BOT,14
742,Oldenlandia herbacea,BUR,15
742,Oldenlandia herbacea,CAF,37
742,Oldenlandia herbacea,CHA,21
742,Oldenlandia herbacea,CMN,41
742,Oldenlandia herbacea,CON,35
742,Oldenlandia herbacea,CPP,12
742,Oldenlandia herbacea,CPV,10
742,Oldenlandia herbacea,CVI,4
742,Oldenlandia herbacea,DJI,8
742,Oldenlandia herbacea,ERI,11
742,Oldenlandia herbacea,ETH,22
742,Oldenlandia herbacea,GAB,32
742,Oldenlandia herbacea,GAM,20
742,Oldenlandia herbacea,GGI,17
742,Oldenlandia herbacea,GHA,35
742,Oldenlandia herbacea,GNB,26
742,Oldenlandia herbacea,GUI,37
742,Oldenlandia herbacea,IND,78
742,Oldenlandia herbacea,IVO,36
742,Oldenlandia herbacea,KEN,31
742,Oldenlandia herbacea,LBR,27
742,Oldenlandia herbacea,LES,5
742,Oldenlandia herbacea,MAU,5
742,Oldenlandia herbacea,MDG,14
742,Oldenlandia herbacea,MLI,21
742,Oldenlandia herbacea,MLW,25
742,Oldenlandia herbacea,MOZ,28
742,Oldenlandia herbacea,NAM,10
742,Oldenlandia herbacea,NAT,15
742,Oldenlandia herbacea,NGA,42
742,Oldenlandia herbacea,OFS,6
742,Oldenlandia herbacea,REU,5
742,Oldenlandia herbacea,RWA,15
742,Oldenlandia herbacea,SEN,26
742,Oldenlandia herbacea,SIE,27
742,Oldenlandia herbacea,SOC,8
742,Oldenlandia herbacea,SOM,16
742,Oldenlandia herbacea,SRL,61
742,Oldenlandia herbacea,SUD,30
742,Oldenlandia herbacea,SWZ,13
742,Oldenlandia herbacea,TAN,38
742,Oldenlandia herbacea,TOG,26
742,Oldenlandia herbacea,TVL,20
742,Oldenlandia herbacea,UGA,32
742,Oldenlandia herbacea,ZAI,47
742,Oldenlandia herbacea,ZAM,23
742,Oldenlandia herbacea,ZIM,20
749,Ophiorrhiza discolor,MLY,80
749,Ophiorrhiza discolor,MYA,88
749,Ophiorrhiza discolor,THA,98
758,Ophiorrhiza mungos,ASS,57
758,Ophiorrhiza mungos,BAN,81
758,Ophiorrhiza mungos,EHM,46
758,Ophiorrhiza mungos,IND,78
758,Ophiorrhiza mungos,JAW,60
758,Ophiorrhiza mungos,MLY,80
758,Ophiorrhiza mungos,MYA,88
758,Ophiorrhiza mungos,NCB,34
758,Ophiorrhiza mungos,SRL,61
758,Ophiorrhiza mungos,SUM,54
758,Ophiorrhiza mungos,THA,98
758,Ophiorrhiza mungos,VIE,99
772,Oxyanthus speciosus,ANG,28
772,Oxyanthus speciosus,BEN,35
772,Oxyanthus speciosus,BUR,15
772,Oxyanthus speciosus,CAB,20
772,Oxyanthus speciosus,CAF,37
772,Oxyanthus speciosus,CMN,41
772,Oxyanthus speciosus,CON,35
772,Oxyanthus speciosus,CPP,12
772,Oxyanthus speciosus,ETH,22
772,Oxyanthus speciosus,GAB,32
772,Oxyanthus speciosus,GAM,20
772,Oxyanthus speciosus,GGI,17
772,Oxyanthus speciosus,GHA,35
772,Oxyanthus speciosus,GNB,26
772,Oxyanthus speciosus,GUI,37
772,Oxyanthus speciosus,IVO,36
772,Oxyanthus speciosus,KEN,31
772,Oxyanthus speciosus,LBR,27
772,Oxyanthus speciosus,MLW,25
772,Oxyanthus speciosus,MOZ,28
772,Oxyanthus speciosus,NAT,15
772,Oxyanthus speciosus,NGA,42
772,Oxyanthus speciosus,RWA,15
772,Oxyanthus speciosus,SEN,26
772,Oxyanthus speciosus,SIE,27
772,Oxyanthus speciosus,SUD,30
772,Oxyanthus speciosus,SWZ,13
772,Oxyanthus speciosus,TAN,38
772,Oxyanthus speciosus,TOG,26
772,Oxyanthus speciosus,TVL,20
772,Oxyanthus speciosus,UGA,32
772,Oxyanthus speciosus,ZAI,47
772,Oxyanthus speciosus,ZAM,23
772,Oxyanthus speciosus,ZIM,20
774,Oxystelma esculentum,ASS,57
774,Oxystelma esculentum,BAN,81
774,Oxystelma esculentum,CBD,79
774,Oxystelma esculentum,CHA,21
774,Oxystelma esculentum,CHC,72
774,Oxystelma esculentum,CHS,69
774,Oxystelma esculentum,EGY,7
774,Oxystelma esculentum,EHM,46
774,Oxystelma esculentum,ETH,22
774,Oxystelma esculentum,IND,78
774,Oxystelma esculentum,JAW,60
774,Oxystelma esculentum,LAO,62
774,Oxystelma esculentum,LSI,32
774,Oxystelma esculentum,MYA,88
774,Oxystelma esculentum,NEP,41
774,Oxystelma esculentum,NTA,20
774,Oxystelma esculentum,OMA,12
774,Oxystelma esculentum,PAK,24
774,Oxystelma esculentum,PAL,13
774,Oxystelma esculentum,SIN,6
774,Oxystelma esculentum,SRL,61
774,Oxystelma esculentum,SUD,30
774,Oxystelma esculentum,TAN,38
774,Oxystelma esculentum,THA,98
774,Oxystelma esculentum,VIE,99
774,Oxystelma esculentum,WAU,12
774,Oxystelma esculentum,WHM,30
774,Oxystelma esculentum,YEM,12
775,Paederia foetida,AND,44
775,Paederia foetida,ASS,57
775,Paederia foetida,BAN,81
775,Paederia foetida,BOR,57
775,Paederia foetida,CBD,79
775,Paederia foetida,CHC,72
775,Paederia foetida,CHH,38
775,Paederia foetida,CHN,17
775,Paederia foetida,CHS,69
775,Paederia foetida,CHT,14
775,Paederia foetida,EHM,46
775,Paederia foetida,IND,78
775,Paederia foetida,JAP,19
775,Paederia foetida,JAW,60
775,Paederia foetida,KOR,18
775,Paederia foetida,LAO,62
775,Paederia foetida,LSI,32
775,Paederia foetida,MLY,80
775,Paederia foetida,MOL,28
775,Paederia foetida,MYA,88
775,Paederia foetida,NCB,34
775,Paederia foetida,NEP,41
775,Paederia foetida,NNS,20
775,Paederia foetida,OGA,4
775,Paederia foetida,PHI,48
775,Paederia foetida,SCS,7
775,Paederia foetida,SRL,61
775,Paederia foetida,SUL,37
775,Paederia foetida,SUM,54
775,Paederia foetida,TAI,34
775,Paederia foetida,THA,98
775,Paederia foetida,VIE,99
788,Palicourea hoffmannseggiana,BOL,41
788,Palicourea hoffmannseggiana,BZC,31
788,Palicourea hoffmannseggiana,BZE,33
788,Palicourea hoffmannseggiana,BZL,34
788,Palicourea hoffmannseggiana,BZN,43
788,Palicourea hoffmannseggiana,BZS,16
788,Palicourea hoffmannseggiana,CLM,47
788,Palicourea hoffmannseggiana,COS,35
788,Palicourea hoffmannseggiana,CUB,24
788,Palicourea hoffmannseggiana,DOM,20
788,Palicourea hoffmannseggiana,ECU,34
788,Palicourea hoffmannseggiana,FRG,29
788,Palicourea hoffmannseggiana,GUY,32
788,Palicourea hoffmannseggiana,MXC,26
788,Palicourea hoffmannseggiana,MXG,31
788,Palicourea hoffmannseggiana,MXS,35
788,Palicourea hoffmannseggiana,MXT,34
788,Palicourea hoffmannseggiana,NIC,31
788,Palicourea hoffmannseggiana,PAN,35
788,Palicourea hoffmannseggiana,PER,43
788,Palicourea hoffmannseggiana,PUE,15
788,Palicourea hoffmannseggiana,SUR,26
788,Palicourea hoffmannseggiana,TRT,20
788,Palicourea hoffmannseggiana,VEN,41
788,Palicourea hoffmannseggiana,VNA,11
794,Palicourea rigida,BOL,41
794,Palicourea rigida,BZC,31
794,Palicourea rigida,BZE,33
794,Palicourea rigida,BZL,34
794,Palicourea rigida,BZN,43
794,Palicourea rigida,BZS,16
794,Palicourea rigida,CLM,47
794,Palicourea rigida,ECU,34
794,Palicourea rigida,FRG,29
794,Palicourea rigida,GUY,32
794,Palicourea rigida,PAR,23
794,Palicourea rigida,PER,43
794,Palicourea rigida,SUR,26
794,Palicourea rigida,VEN,41
803,Parsonsia alboflavescens,AND,44
803,Parsonsia alboflavescens,ASS,57
803,Parsonsia alboflavescens,BAN,81
803,Parsonsia alboflavescens,BIS,13
803,Parsonsia alboflavescens,BOR,57
803,Parsonsia alboflavescens,CBD,79
803,Parsonsia alboflavescens,CHH,38
803,Parsonsia alboflavescens,CHS,69
803,Parsonsia alboflavescens,IND,78
803,Parsonsia alboflavescens,JAW,60
803,Parsonsia alboflavescens,LAO,62
803,Parsonsia alboflavescens,MLY,80
803,Parsonsia alboflavescens,MOL,28
803,Parsonsia alboflavescens,MYA,88
803,Parsonsia alboflavescens,NCB,34
803,Parsonsia alboflavescens,NNS,20
803,Parsonsia alboflavescens,NTA,20
803,Parsonsia alboflavescens,NWG,36
803,Parsonsia alboflavescens,PHI,48
803,Parsonsia alboflavescens,SOL,17
803,Parsonsia alboflavescens,SRL,61
803,Parsonsia alboflavescens,SUL,37
803,Parsonsia alboflavescens,SUM,54
803,Parsonsia alboflavescens,TAI,34
803,Parsonsia alboflavescens,THA,98
803,Parsonsia alboflavescens,VIE,99
809,Pavetta indica,AND,44
809,Pavetta indica,ASS,57
809,Pavetta indica,BAN,81
809,Pavetta indica,EHM,46
809,Pavetta indica,IND,78
809,Pavetta indica,LDV,11
809,Pavetta indica,NCB,34
809,Pavetta indica,NEP,41
809,Pavetta indica,SRL,61
813,Pentalinon luteum,BAH,11
813,Pentalinon luteum,CAY,10
813,Pentalinon luteum,CUB,24
813,Pentalinon luteum,DOM,20
813,Pentalinon luteum,FLA,17
813,Pentalinon luteum,HAI,20
813,Pentalinon luteum,JAM,14
813,Pentalinon luteum,LEE,17
813,Pentalinon luteum,PUE,15
813,Pentalinon luteum,SWC,10
813,Pentalinon luteum,TCI,7
813,Pentalinon luteum,WIN,16
814,Pentanisia prunelloides,CPP,12
814,Pentanisia prunelloides,LES,5
814,Pentanisia prunelloides,MLW,25
814,Pentanisia prunelloides,MOZ,28
814,Pentanisia prunelloides,NAT,15
814,Pentanisia prunelloides,OFS,6
814,Pentanisia prunelloides,SWZ,13
814,Pentanisia prunelloides,TAN,38
814,Pentanisia prunelloides,TVL,20
814,Pentanisia prunelloides,ZAM,23
818,Pergularia daemia,AFG,10
818,Pergularia daemia,AND,44
818,Pergularia daemia,ANG,28
818,Pergularia daemia,ASS,57
818,Pergularia daemia,BAN,81
818,Pergularia daemia,BEN,35
818,Pergularia daemia,BKN,24
818,Pergularia daemia,BOT,14
818,Pergularia daemia,BUR,15
818,Pergularia daemia,CAF,37
818,Pergularia daemia,CHA,21
818,Pergularia daemia,CMN,41
818,Pergularia daemia,CPP,12
818,Pergularia daemia,CPV,10
818,Pergularia daemia,DJI,8
818,Pergularia daemia,EQG,15
818,Pergularia daemia,ERI,11
818,Pergularia daemia,ETH,22
818,Pergularia daemia,GAM,20
818,Pergularia daemia,GGI,17
818,Pergularia daemia,GHA,35
818,Pergularia daemia,GNB,26
818,Pergularia daemia,GUI,37
818,Pergularia daemia,IND,78
818,Pergularia daemia,IRN,14
818,Pergularia daemia,IVO,36
818,Pergularia daemia,KEN,31
818,Pergularia daemia,LBR,27
818,Pergularia daemia,MLI,21
818,Pergularia daemia,MLW,25
818,Pergularia daemia,MOZ,28
818,Pergularia daemia,MTN,9
818,Pergularia daemia,MYA,88
818,Pergularia daemia,NAM,10
818,Pergularia daemia,NEP,41
818,Pergularia daemia,NGA,42
818,Pergularia daemia,NGR,11
818,Pergularia daemia,OMA,12
818,Pergularia daemia,PAK,24
818,Pergularia daemia,RWA,15
818,Pergularia daemia,SAU,13
818,Pergularia daemia,SEN,26
818,Pergularia daemia,SIN,6
818,Pergularia daemia,SOM,16
818,Pergularia daemia,SRL,61
818,Pergularia daemia,SUD,30
818,Pergularia daemia,TAN,38
818,Pergularia daemia,UGA,32
818,Pergularia daemia,WHM,30
818,Pergularia daemia,YEM,12
818,Pergularia daemia,ZAI,47
818,Pergularia daemia,ZAM,23
818,Pergularia daemia,ZIM,20
819,Pergularia tomentosa,AFG,10
819,Pergularia tomentosa,ALG,13
819,Pergularia tomentosa,BEN,35
819,Pergularia tomentosa,BKN,24
819,Pergularia tomentosa,CHA,21
819,Pergularia tomentosa,DJI,8
819,Pergularia tomentosa,EGY,7
819,Pergularia tomentosa,ETH,22
819,Pergularia tomentosa,GST,5
819,Pergularia tomentosa,IRN,14
819,Pergularia tomentosa,LBS,11
819,Pergularia tomentosa,LBY,9
819,Pergularia tomentosa,MLI,21
819,Pergularia tomentosa,MOR,10
819,Pergularia tomentosa,MTN,9
819,Pergularia tomentosa,NGA,42
819,Pergularia tomentosa,NGR,11
819,Pergularia tomentosa,OMA,12
819,Pergularia tomentosa,PAK,24
819,Pergularia tomentosa,PAL,13
819,Pergularia tomentosa,SAU,13
819,Pergularia tomentosa,SIN,6
819,Pergularia tomentosa,SOC,8
819,Pergularia tomentosa,SOM,16
819,Pergularia tomentosa,SUD,30
819,Pergularia tomentosa,TUN,8
819,Pergularia tomentosa,WSA,2
819,Pergularia tomentosa,YEM,12
820,Periploca aphylla,AFG,10
820,Periploca aphylla,GST,5
820,Periploca aphylla,IND,78
820,Periploca aphylla,IRN,14
820,Periploca aphylla,IRQ,9
820,Periploca aphylla,OMA,12
820,Periploca aphylla,PAK,24
820,Periploca aphylla,PAL,13
820,Periploca aphylla,SAU,13
820,Periploca aphylla,SIN,6
820,Periploca aphylla,SUD,30
820,Periploca aphylla,WHM,30
820,Periploca aphylla,YEM,12
823,Periploca graeca,ALB,13
823,Periploca graeca,BUL,13
823,Periploca graeca,EAI,10
823,Periploca graeca,GRC,12
823,Periploca graeca,IRN,14
823,Periploca graeca,IRQ,9
823,Periploca graeca,ITA,16
823,Periploca graeca,LBS,11
823,Periploca graeca,NCS,12
823,Periploca graeca,PAL,13
823,Periploca graeca,ROM,11
823,Periploca graeca,TCS,11
823,Periploca graeca,TKM,6
823,Periploca graeca,TUE,13
823,Periploca graeca,TUR,14
823,Periploca graeca,UZB,6
823,Periploca graeca,YUG,15
825,Periploca sepium,CHC,72
825,Periploca sepium,CHI,9
825,Periploca sepium,CHM,8
825,Periploca sepium,CHN,17
825,Periploca sepium,CHQ,6
825,Periploca sepium,CHS,69
825,Periploca sepium,CHT,14
825,Periploca sepium,CHX,6
825,Periploca sepium,PRM,8
829,Picralima nitida,BEN,35
829,Picralima nitida,CAB,20
829,Picralima nitida,CAF,37
829,Picralima nitida,CMN,41
829,Picralima nitida,CON,35
829,Picralima nitida,GAB,32
829,Picralima nitida,GHA,35
829,Picralima nitida,GUI,37
829,Picralima nitida,IVO,36
829,Picralima nitida,NGA,42
829,Picralima nitida,UGA,32
829,Picralima nitida,ZAI,47
834,Plumeria alba,LEE,17
834,Plumeria alba,PUE,15
834,Plumeria alba,WIN,16
835,Plumeria obtusa,BAH,11
835,Plumeria obtusa,BLZ,26
835,Plumeria obtusa,CAY,10
835,Plumeria obtusa,CUB,24
835,Plumeria obtusa,DOM,20
835,Plumeria obtusa,FLA,17
835,Plumeria obtusa,GUA,32
835,Plumeria obtusa,HAI,20
835,Plumeria obtusa,JAM,14
835,Plumeria obtusa,MXT,34
835,Plumeria obtusa,PUE,15
835,Plumeria obtusa,SWC,10
835,Plumeria obtusa,TCI,7
836,Plumeria rubra,BLZ,26
836,Plumeria rubra,CLM,47
836,Plumeria rubra,COS,35
836,Plumeria rubra,ELS,24
836,Plumeria rubra,GUA,32
836,Plumeria rubra,HON,26
836,Plumeria rubra,MXC,26
836,Plumeria rubra,MXE,31
836,Plumeria rubra,MXG,31
836,Plumeria rubra,MXN,24
836,Plumeria rubra,MXS,35
836,Plumeria rubra,MXT,34
836,Plumeria rubra,NIC,31
836,Plumeria rubra,PAN,35
836,Plumeria rubra,VEN,41
844,Prismatomeris tetrandra,AND,44
844,Prismatomeris tetrandra,ASS,57
844,Prismatomeris tetrandra,BAN,81
844,Prismatomeris tetrandra,BOR,57
844,Prismatomeris tetrandra,CBD,79
844,Prismatomeris tetrandra,CHC,72
844,Prismatomeris tetrandra,CHH,38
844,Prismatomeris tetrandra,CHS,69
844,Prismatomeris tetrandra,EHM,46
844,Prismatomeris tetrandra,IND,78
844,Prismatomeris tetrandra,MLY,80
844,Prismatomeris tetrandra,MYA,88
844,Prismatomeris tetrandra,PHI,48
844,Prismatomeris tetrandra,SRL,61
844,Prismatomeris tetrandra,THA,98
844,Prismatomeris tetrandra,VIE,99
846,Psychotria asiatica,CBD,79
846,Psychotria asiatica,CHC,72
846,Psychotria asiatica,CHH,38
846,Psychotria asiatica,CHS,69
846,Psychotria asiatica,JAP,19
846,Psychotria asiatica,LAO,62
846,Psychotria asiatica,MLY,80
846,Psychotria asiatica,NNS,20
846,Psychotria asiatica,TAI,34
846,Psychotria asiatica,THA,98
846,Psychotria asiatica,VIE,99
850,Psychotria horizontalis,BLZ,26
850,Psychotria horizontalis,BZN,43
850,Psychotria horizontalis,CLM,47
850,Psychotria horizontalis,COS,35
850,Psychotria horizontalis,CUB,24
850,Psychotria horizontalis,DOM,20
850,Psychotria horizontalis,ECU,34
850,Psychotria horizontalis,ELS,24
850,Psychotria horizontalis,GUA,32
850,Psychotria horizontalis,GUY,32
850,Psychotria horizontalis,HAI,20
850,Psychotria horizontalis,HON,26
850,Psychotria horizontalis,LEE,17
850,Psychotria horizontalis,MXC,26
850,Psychotria horizontalis,MXG,31
850,Psychotria horizontalis,MXN,24
850,Psychotria horizontalis,MXS,35
850,Psychotria horizontalis,MXT,34
850,Psychotria horizontalis,NIC,31
850,Psychotria horizontalis,PAN,35
850,Psychotria horizontalis,PER,43
850,Psychotria horizontalis,TRT,20
850,Psychotria horizontalis,VEN,41
852,Psychotria malayana,AND,44
852,Psychotria malayana,BOR,57
852,Psychotria malayana,JAW,60
852,Psychotria malayana,LSI,32
852,Psychotria malayana,MLY,80
852,Psychotria malayana,SUL,37
852,Psychotria malayana,SUM,54
852,Psychotria malayana,THA,98
853,Psychotria manillensis,NNS,20
853,Psychotria manillensis,PHI,48
853,Psychotria manillensis,TAI,34
859,Psychotria viridis,BLZ,26
859,Psychotria viridis,BOL,41
859,Psychotria viridis,BZN,43
859,Psychotria viridis,CLM,47
859,Psychotria viridis,COS,35
859,Psychotria viridis,CUB,24
859,Psychotria viridis,DOM,20
859,Psychotria viridis,ECU,34
859,Psychotria viridis,GUA,32
859,Psychotria viridis,HAI,20
859,Psychotria viridis,MXT,34
859,Psychotria viridis,NIC,31
859,Psychotria viridis,PAN,35
859,Psychotria viridis,PER,43
859,Psychotria viridis,VEN,41
860,Psydrax dicoccos,AND,44
860,Psydrax dicoccos,BAN,81
860,Psydrax dicoccos,CBD,79
860,Psydrax dicoccos,CHC,72
860,Psydrax dicoccos,CHH,38
860,Psydrax dicoccos,CHS,69
860,Psydrax dicoccos,CHT,14
860,Psydrax dicoccos,IND,78
860,Psydrax dicoccos,JAW,60
860,Psydrax dicoccos,LAO,62
860,Psydrax dicoccos,MYA,88
860,Psydrax dicoccos,NCB,34
860,Psydrax dicoccos,SRL,61
860,Psydrax dicoccos,THA,98
860,Psydrax dicoccos,VIE,99
864,Psydrax subcordatus,ANG,28
864,Psydrax subcordatus,BEN,35
864,Psydrax subcordatus,BKN,24
864,Psydrax subcordatus,CAB,20
864,Psydrax subcordatus,CAF,37
864,Psydrax subcordatus,CHA,21
864,Psydrax subcordatus,CMN,41
864,Psydrax subcordatus,CON,35
864,Psydrax subcordatus,GAB,32
864,Psydrax subcordatus,GAM,20
864,Psydrax subcordatus,GGI,17
864,Psydrax subcordatus,GHA,35
864,Psydrax subcordatus,GNB,26
864,Psydrax subcordatus,GUI,37
864,Psydrax subcordatus,IVO,36
864,Psydrax subcordatus,LBR,27
864,Psydrax subcordatus,NGA,42
864,Psydrax subcordatus,RWA,15
864,Psydrax subcordatus,SEN,26
864,Psydrax subcordatus,SIE,27
864,Psydrax subcordatus,SUD,30
864,Psydrax subcordatus,TOG,26
864,Psydrax subcordatus,UGA,32
864,Psydrax subcordatus,ZAI,47
864,Psydrax subcordatus,ZAM,23
874,Rauvolfia ligustrina,AGE,14
874,Rauvolfia ligustrina,BLZ,26
874,Rauvolfia ligustrina,BOL,41
874,Rauvolfia ligustrina,BZC,31
874,Rauvolfia ligustrina,BZE,33
874,Rauvolfia ligustrina,BZL,34
874,Rauvolfia ligustrina,BZN,43
874,Rauvolfia ligustrina,CLM,47
874,Rauvolfia ligustrina,COS,35
874,Rauvolfia ligustrina,CUB,24
874,Rauvolfia ligustrina,ELS,24
874,Rauvolfia ligustrina,GUA,32
874,Rauvolfia ligustrina,GUY,32
874,Rauvolfia ligustrina,MXS,35
874,Rauvolfia ligustrina,MXT,34
874,Rauvolfia ligustrina,NIC,31
874,Rauvolfia ligustrina,PAR,23
874,Rauvolfia ligustrina,SUR,26
874,Rauvolfia ligustrina,TRT,20
874,Rauvolfia ligustrina,VEN,41
877,Rauvolfia mannii,ANG,28
877,Rauvolfia mannii,BUR,15
877,Rauvolfia mannii,CAB,20
877,Rauvolfia mannii,CAF,37
877,Rauvolfia mannii,CMN,41
877,Rauvolfia mannii,CON,35
877,Rauvolfia mannii,EQG,15
877,Rauvolfia mannii,GAB,32
877,Rauvolfia mannii,GGI,17
877,Rauvolfia mannii,GHA,35
877,Rauvolfia mannii,GUI,37
877,Rauvolfia mannii,IVO,36
877,Rauvolfia mannii,KEN,31
877,Rauvolfia mannii,LBR,27
877,Rauvolfia mannii,MLW,25
877,Rauvolfia mannii,NGA,42
877,Rauvolfia mannii,RWA,15
877,Rauvolfia mannii,TAN,38
877,Rauvolfia mannii,UGA,32
877,Rauvolfia mannii,ZAI,47
880,Rauvolfia mombasiana,KEN,31
880,Rauvolfia mombasiana,MOZ,28
880,Rauvolfia mombasiana,TAN,38
884,Rauvolfia sandwicensis,HAW,1
888,Rauvolfia serpentina,AND,44
888,Rauvolfia serpentina,ASS,57
888,Rauvolfia serpentina,BAN,81
888,Rauvolfia serpentina,CBD,79
888,Rauvolfia serpentina,CHC,72
888,Rauvolfia serpentina,EHM,46
888,Rauvolfia serpentina,IND,78
888,Rauvolfia serpentina,JAW,60
888,Rauvolfia serpentina,LAO,62
888,Rauvolfia serpentina,LDV,11
888,Rauvolfia serpentina,LSI,32
888,Rauvolfia serpentina,MLY,80
888,Rauvolfia serpentina,MYA,88
888,Rauvolfia serpentina,NEP,41
888,Rauvolfia serpentina,SRL,61
888,Rauvolfia serpentina,THA,98
888,Rauvolfia serpentina,VIE,99
892,Rauvolfia sumatrana,AND,44
892,Rauvolfia sumatrana,BOR,57
892,Rauvolfia sumatrana,CHS,69
892,Rauvolfia sumatrana,JAW,60
892,Rauvolfia sumatrana,LSI,32
892,Rauvolfia sumatrana,MLY,80
892,Rauvolfia sumatrana,MOL,28
892,Rauvolfia sumatrana,MYA,88
892,Rauvolfia sumatrana,NCB,34
892,Rauvolfia sumatrana,PHI,48
892,Rauvolfia sumatrana,SUL,37
892,Rauvolfia sumatrana,SUM,54
892,Rauvolfia sumatrana,THA,98
892,Rauvolfia sumatrana,VIE,99
893,Rauvolfia tetraphylla,BLZ,26
893,Rauvolfia tetraphylla,BOL,41
893,Rauvolfia tetraphylla,CLM,47
893,Rauvolfia tetraphylla,COS,35
893,Rauvolfia tetraphylla,DOM,20
893,Rauvolfia tetraphylla,ECU,34
893,Rauvolfia tetraphylla,ELS,24
893,Rauvolfia tetraphylla,FRG,29
893,Rauvolfia tetraphylla,GUA,32
893,Rauvolfia tetraphylla,HAI,20
893,Rauvolfia tetraphylla,HON,26
893,Rauvolfia tetraphylla,JAM,14
893,Rauvolfia tetraphylla,LEE,17
893,Rauvolfia tetraphylla,MXC,26
893,Rauvolfia tetraphylla,MXE,31
893,Rauvolfia tetraphylla,MXG,31
893,Rauvolfia tetraphylla,MXN,24
893,Rauvolfia tetraphylla,MXS,35
893,Rauvolfia tetraphylla,MXT,34
893,Rauvolfia tetraphylla,NIC,31
893,Rauvolfia tetraphylla,PAN,35
893,Rauvolfia tetraphylla,PER,43
893,Rauvolfia tetraphylla,TRT,20
893,Rauvolfia tetraphylla,VEN,41
893,Rauvolfia tetraphylla,VNA,11
893,Rauvolfia tetraphylla,WIN,16
894,Rauvolfia verticillata,ASS,57
894,Rauvolfia verticillata,BOR,57
894,Rauvolfia verticillata,CBD,79
894,Rauvolfia verticillata,CHC,72
894,Rauvolfia verticillata,CHH,38
894,Rauvolfia verticillata,CHS,69
894,Rauvolfia verticillata,EHM,46
894,Rauvolfia verticillata,IND,78
894,Rauvolfia verticillata,JAW,60
894,Rauvolfia verticillata,LAO,62
894,Rauvolfia verticillata,LSI,32
894,Rauvolfia verticillata,MLY,80
894,Rauvolfia verticillata,MYA,88
894,Rauvolfia verticillata,PHI,48
894,Rauvolfia verticillata,SRL,61
894,Rauvolfia verticillata,SUL,37
894,Rauvolfia verticillata,SUM,54
