,accepted_family,Genus,accepted_species,accepted_species_w_author
15827,Rubiaceae,Tamilnadia,Tamilnadia uliginosa,Tamilnadia uliginosa (Retz.) Tirveng. & Sastre
15834,Rubiaceae,Tarenna,Tarenna asiatica,Tarenna asiatica (L.) Kuntze ex K.Schum.
15835,Rubiaceae,Tarenna,Tarenna attenuata,Tarenna attenuata (Hook.f.) Hutch.
15896,Rubiaceae,Tarenna,Tarenna ebracteata,Tarenna ebracteata (Elmer) Elmer
15906,Rubiaceae,Tarenna,Tarenna gracilipes,Tarenna gracilipes (Hayata) Ohwi
15918,Rubiaceae,Tarenna,Tarenna vanprukii,Tarenna vanprukii Craib
15919,Apocynaceae,Telosma,Telosma pallida,Telosma pallida (Roxb.) Craib
15925,Apocynaceae,Telosma,Telosma procumbens,Telosma procumbens (Blanco) Merr.
15942,Apocynaceae,Thevetia,Thevetia ahouai,Thevetia ahouai (L.) Vahl
15955,Rubiaceae,Thiollierea,Thiollierea montana,Thiollierea montana (Vieill.) Paudyal & Delprete
15957,Rubiaceae,Timonius,Timonius kaniensis,Timonius kaniensis Valeton
15959,Rubiaceae,Timonius,Timonius timon,Timonius timon (Spreng.) Merr.
15962,Rubiaceae,Tinadendron,Tinadendron noumeanum,Tinadendron noumeanum (Baill.) Achille
15969,Rubiaceae,Tocoyena,Tocoyena bullata,Tocoyena bullata (Vell.) Mart.
15970,Rubiaceae,Tocoyena,Tocoyena formosa,Tocoyena formosa (Cham. & Schltdl.) K.Schum.
15985,Apocynaceae,Trachelospermum,Trachelospermum asiaticum,Trachelospermum asiaticum (Siebold & Zucc.) Nakai
16057,Apocynaceae,Trachelospermum,Trachelospermum axillare,Trachelospermum axillare Hook.f.
16071,Apocynaceae,Trachelospermum,Trachelospermum jasminoides,Trachelospermum jasminoides (Lindl.) Lem.
16112,Apocynaceae,Trachelospermum,Trachelospermum lucidum,Trachelospermum lucidum (D.Don) K.Schum.
16118,Rubiaceae,Tricalysia,Tricalysia okelensis,Tricalysia okelensis Hiern
16120,Gentianaceae,Tripterospermum,Tripterospermum chinense,Tripterospermum chinense (Migo) Harry Sm.
16128,Gentianaceae,Tripterospermum,Tripterospermum lanceolatum,Tripterospermum lanceolatum (Hayata) H.Hara ex Satake
16147,Gentianaceae,Tripterospermum,Tripterospermum taiwanense,Tripterospermum taiwanense (Masam.) Satake
16153,Gentianaceae,Tripterospermum,Tripterospermum trinervium,Tripterospermum trinervium (Thunb.) H.Ohashi & H.Nakai
16180,Rubiaceae,Uncaria,Uncaria acida,Uncaria acida (W.Hunter) Roxb.
16182,Rubiaceae,Uncaria,Uncaria africana,Uncaria africana G.Don
16187,Rubiaceae,Uncaria,Uncaria attenuata,Uncaria attenuata Korth.
16204,Rubiaceae,Uncaria,Uncaria bernaysii,Uncaria bernaysii F.Muell.
16206,Rubiaceae,Uncaria,Uncaria borneensis,Uncaria borneensis Havil.
16212,Rubiaceae,Uncaria,Uncaria callophylla,Uncaria callophylla Blume ex Korth.
16227,Rubiaceae,Uncaria,Uncaria canescens,Uncaria canescens Korth.
16229,Rubiaceae,Uncaria,Uncaria cordata,Uncaria cordata (Lour.) Merr.
16233,Rubiaceae,Uncaria,Uncaria elliptica,Uncaria elliptica R.Br. ex G.Don
16263,Rubiaceae,Uncaria,Uncaria gambir,Uncaria gambir (W.Hunter) Roxb.
16283,Rubiaceae,Uncaria,Uncaria guianensis,Uncaria guianensis (Aubl.) J.F.Gmel.
16297,Rubiaceae,Uncaria,Uncaria hirsuta,Uncaria hirsuta Havil.
16319,Rubiaceae,Uncaria,Uncaria homomalla,Uncaria homomalla Miq.
16325,Rubiaceae,Uncaria,Uncaria laevigata,Uncaria laevigata Wall. ex G.Don
16328,Rubiaceae,Uncaria,Uncaria lancifolia,Uncaria lancifolia Hutch.
16332,Rubiaceae,Uncaria,Uncaria lanosa,Uncaria lanosa Wall.
16344,Rubiaceae,Uncaria,Uncaria longiflora,Uncaria longiflora (Poir.) Merr.
16354,Rubiaceae,Uncaria,Uncaria macrophylla,Uncaria macrophylla Wall.
16365,Rubiaceae,Uncaria,Uncaria orientalis,Uncaria orientalis Guillaumin
16372,Rubiaceae,Uncaria,Uncaria perrottetii,Uncaria perrottetii (A.Rich.) Merr.
16373,Rubiaceae,Uncaria,Uncaria rhynchophylla,Uncaria rhynchophylla (Miq.) Miq.
16429,Rubiaceae,Uncaria,Uncaria scandens,Uncaria scandens (Sm.) Wall.
16433,Rubiaceae,Uncaria,Uncaria sessilifructus,Uncaria sessilifructus Roxb.
16437,Rubiaceae,Uncaria,Uncaria sinensis,Uncaria sinensis (Oliv.) Havil.
16465,Rubiaceae,Uncaria,Uncaria sterrophylla,Uncaria sterrophylla Merr. & L.M.Perry
16466,Rubiaceae,Uncaria,Uncaria tomentosa,Uncaria tomentosa (Willd. ex Schult.) DC.
16520,Rubiaceae,Uncaria,Uncaria velutina,Uncaria velutina Havil.
16524,Apocynaceae,Urceola,Urceola laevigata,Urceola laevigata (Juss.) D.J.Middleton & Livsh.
16534,Apocynaceae,Urceola,Urceola micrantha,Urceola micrantha (Wall. ex G.Don) D.J.Middleton
16543,Apocynaceae,Urceola,Urceola rosea,Urceola rosea (Hook. & Arn.) D.J.Middleton
16549,Gentianaceae,Utania,Utania racemosa,Utania racemosa (Jack ex Wall.) Sugumaran
16560,Apocynaceae,Vallaris,Vallaris solanacea,Vallaris solanacea (Roth ex Roem. & Schult.) Kuntze
16563,Apocynaceae,Vallesia,Vallesia antillana,Vallesia antillana Woodson
16566,Apocynaceae,Vallesia,Vallesia glabra,Vallesia glabra (Cav.) Link
16587,Rubiaceae,Vangueria,Vangueria agrestis,Vangueria agrestis (Schweinf. ex Hiern) Lantz
16593,Rubiaceae,Vangueria,Vangueria infausta,Vangueria infausta Burch.
16594,Apocynaceae,Vinca,Vinca difformis,Vinca difformis Pourr.
16611,Apocynaceae,Vinca,Vinca erecta,Vinca erecta Regel & Schmalh.
16674,Apocynaceae,Vinca,Vinca herbacea,Vinca herbacea Waldst. & Kit.
16710,Apocynaceae,Vinca,Vinca major,Vinca major L.
16752,Apocynaceae,Vinca,Vinca minor,Vinca minor L.
16801,Apocynaceae,Vincetoxicum,Vincetoxicum amplexicaule,Vincetoxicum amplexicaule Siebold & Zucc.
16813,Apocynaceae,Vincetoxicum,Vincetoxicum ascyrifolium,Vincetoxicum ascyrifolium Franch. & Sav.
16818,Apocynaceae,Vincetoxicum,Vincetoxicum atratum,Vincetoxicum atratum (Bunge) C.Morren & Decne.
16866,Apocynaceae,Vincetoxicum,Vincetoxicum auriculatum,Vincetoxicum auriculatum (Royle ex Wight) Kuntze
16877,Apocynaceae,Vincetoxicum,Vincetoxicum floribundum,Vincetoxicum floribundum (Miq.) Franch. & Sav.
16881,Apocynaceae,Vincetoxicum,Vincetoxicum forrestii,Vincetoxicum forrestii (Schltr.) C.Y.Wu & D.Z.Li
16897,Apocynaceae,Vincetoxicum,Vincetoxicum glaucescens,Vincetoxicum glaucescens (Decne.) C.Y.Wu & D.Z.Li
16906,Apocynaceae,Vincetoxicum,Vincetoxicum hemsleyanum,Vincetoxicum hemsleyanum (Warb.) Meve & Liede
16915,Apocynaceae,Vincetoxicum,Vincetoxicum hirsutum,Vincetoxicum hirsutum (Wall.) Kuntze
16944,Apocynaceae,Vincetoxicum,Vincetoxicum hirundinaria,Vincetoxicum hirundinaria Medik.
16951,Apocynaceae,Vincetoxicum,Vincetoxicum indicum,Vincetoxicum indicum (Burm.f.) Mabb.
16980,Apocynaceae,Vincetoxicum,Vincetoxicum japonicum,Vincetoxicum japonicum C.Morren & Decne.
16999,Apocynaceae,Vincetoxicum,Vincetoxicum kerrii,Vincetoxicum kerrii (Craib) A.Kidyoo
17002,Apocynaceae,Vincetoxicum,Vincetoxicum mongolicum,Vincetoxicum mongolicum Maxim.
17024,Apocynaceae,Vincetoxicum,Vincetoxicum mukdenense,Vincetoxicum mukdenense Kitag.
17036,Apocynaceae,Vincetoxicum,Vincetoxicum nigrum,Vincetoxicum nigrum (L.) Moench
17037,Apocynaceae,Vincetoxicum,Vincetoxicum paniculatum,Vincetoxicum paniculatum (R.Br.) Kuntze
17039,Apocynaceae,Vincetoxicum,Vincetoxicum polyanthum,Vincetoxicum polyanthum Kuntze
17042,Apocynaceae,Vincetoxicum,Vincetoxicum scandens,Vincetoxicum scandens Sommier & Levier
17053,Apocynaceae,Vincetoxicum,Vincetoxicum shaanxiense,Vincetoxicum shaanxiense Meve & Liede
17056,Apocynaceae,Vincetoxicum,Vincetoxicum spirale,Vincetoxicum spirale (Forssk.) D.Z.Li
17057,Apocynaceae,Vincetoxicum,Vincetoxicum stauntonii,Vincetoxicum stauntonii (Decne.) C.Y.Wu & D.Z.Li
17064,Apocynaceae,Vincetoxicum,Vincetoxicum sublanceolatum,Vincetoxicum sublanceolatum (Miq.) Maxim.
17098,Apocynaceae,Vincetoxicum,Vincetoxicum sylvaticum,Vincetoxicum sylvaticum (Decne.) Kuntze
17100,Apocynaceae,Vincetoxicum,Vincetoxicum tanakae,Vincetoxicum tanakae (Maxim.) Franch. & Sav.
17123,Apocynaceae,Vincetoxicum,Vincetoxicum versicolor,Vincetoxicum versicolor (Bunge) Decne.
17127,Apocynaceae,Voacanga,Voacanga africana,Voacanga africana Stapf
17168,Apocynaceae,Voacanga,Voacanga chalotiana,Voacanga chalotiana Pierre ex Stapf
17183,Apocynaceae,Voacanga,Voacanga globosa,Voacanga globosa (Blanco) Merr.
17185,Apocynaceae,Voacanga,Voacanga grandifolia,Voacanga grandifolia (Miq.) Rolfe
17191,Apocynaceae,Voacanga,Voacanga thouarsii,Voacanga thouarsii Roem. & Schult.
17204,Rubiaceae,Wendlandia,Wendlandia formosana,Wendlandia formosana Cowan
17206,Rubiaceae,Wendlandia,Wendlandia tinctoria,Wendlandia tinctoria (Roxb.) DC.
17213,Apocynaceae,Wrightia,Wrightia antidysenterica,Wrightia antidysenterica (L.) R.Br.
17239,Apocynaceae,Wrightia,Wrightia arborea,Wrightia arborea (Dennst.) Mabb.
17242,Apocynaceae,Wrightia,Wrightia pubescens,Wrightia pubescens R.Br.
17244,Apocynaceae,Wrightia,Wrightia religiosa,Wrightia religiosa (Teijsm. & Binn.) Benth. ex Kurz
17245,Apocynaceae,Wrightia,Wrightia tinctoria,Wrightia tinctoria (Roxb.) R.Br.
17273,Gentianaceae,Xestaea,Xestaea lisianthoides,Xestaea lisianthoides Griseb.
17282,Apocynaceae,Xysmalobium,Xysmalobium undulatum,Xysmalobium undulatum (L.) W.T.Aiton
17288,Gentianaceae,Zeltnera,Zeltnera muehlenbergii,Zeltnera muehlenbergii (Griseb.) G.Mans.
