,accepted_species,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,accepted_parent,accepted_parent_w_author,accepted_parent_id,accepted_parent_ipni_id,accepted_parent_rank,plant_name_id,ipni_id,taxon_rank,taxon_status,family,genus_hybrid,genus,species_hybrid,species,infraspecific_rank,infraspecies,parenthetical_author,primary_author,publication_author,place_of_publication,volume_and_page,first_published,nomenclatural_remarks,geographic_area,lifeform_description,climate_description,taxon_name,taxon_authors,accepted_plant_name_id,basionym_plant_name_id,replaced_synonym_author,homotypic_synonym,parent_plant_name_id,powo_id,hybrid_formula,reviewed,accepted_species_w_author,accepted_species_ipni_id,accepted_species_id,Genus
45,Tabernaemontana hystrix,82157-1,Tabernaemontana hystrix,Tabernaemontana hystrix Steud.,Apocynaceae,Species,Tabernaemontana,Tabernaemontana Plum. ex L.,200545,328993-2,Genus,200737,82157-1,Species,Accepted,Apocynaceae,,Tabernaemontana,,hystrix,,,,Steud.,,Nomencl. Bot.,", ed. 2, 2: 658",(1841),,WC. & E. Brazil,shrub or tree,seasonally dry tropical,Tabernaemontana hystrix,Steud.,200737,200681,Vell.,,200545,82157-1,,Y,Tabernaemontana hystrix Steud.,82157-1,200737,Tabernaemontana
46,Gongronemopsis tenacissima,77303191-1,Gongronemopsis tenacissima,"Gongronemopsis tenacissima (Roxb.) S.Reuss, Liede & Meve",Apocynaceae,Species,Gongronemopsis,"Gongronemopsis S.Reuss, Liede & Meve",3291664,77303183-1,Genus,3291695,77303191-1,Species,Accepted,Apocynaceae,,Gongronemopsis,,tenacissima,,,Roxb.,"S.Reuss, Liede & Meve",,Taxon, 71: 857,(2022),,Indian Subcontinent to China (Yunnan) and Indo-China,climber,wet tropical,Gongronemopsis tenacissima,"(Roxb.) S.Reuss, Liede & Meve",3291695,501436,,,3291664,77303191-1,,Y,"Gongronemopsis tenacissima (Roxb.) S.Reuss, Liede & Meve",77303191-1,3291695,Gongronemopsis
47,Funastrum clausum,106366-2,Funastrum clausum,Funastrum clausum (Jacq.) Schltr.,Apocynaceae,Species,Funastrum,Funastrum E.Fourn.,505552,3376-1,Genus,505241,106366-2,Species,Accepted,Apocynaceae,,Funastrum,,clausum,,,Jacq.,Schltr.,,Repert. Spec. Nov. Regni Veg., 13: 283,(1914),,Trop. & Subtrop. America,climbing subshrub,seasonally dry tropical,Funastrum clausum,(Jacq.) Schltr.,505241,500797,,,505552,106366-2,,Y,Funastrum clausum (Jacq.) Schltr.,106366-2,505241,Funastrum
48,Ochrosia moorei,80527-1,Ochrosia moorei,Ochrosia moorei (F.Muell.) Benth.,Apocynaceae,Species,Ochrosia,Ochrosia Juss.,136688,2461-1,Genus,136736,80527-1,Species,Accepted,Apocynaceae,,Ochrosia,,moorei,,,F.Muell.,Benth.,,Fl. Austral., 4: 310,(1868),,Queensland to NE. New South Wales,shrub or tree,seasonally dry tropical,Ochrosia moorei,(F.Muell.) Benth.,136736,106801,,,136688,80527-1,,Y,Ochrosia moorei (F.Muell.) Benth.,80527-1,136736,Ochrosia
49,Palicourea muscosa,77161081-1,Palicourea muscosa,Palicourea muscosa (Jacq.) Delprete & J.H.Kirkbr.,Rubiaceae,Species,Palicourea,Palicourea Aubl.,145874,30000890-2,Genus,526335,77161081-1,Species,Accepted,Rubiaceae,,Palicourea,,muscosa,,,Jacq.,Delprete & J.H.Kirkbr.,,J. Bot. Res. Inst. Texas, 10: 426,(2016),,E. Panama to Lesser Antilles and Brazil (Pará),shrub,wet tropical,Palicourea muscosa,(Jacq.) Delprete & J.H.Kirkbr.,526335,129874,,,145874,77161081-1,,Y,Palicourea muscosa (Jacq.) Delprete & J.H.Kirkbr.,77161081-1,526335,Palicourea
50,Palicourea cyanococca,77161808-1,Palicourea cyanococca,Palicourea cyanococca (Seem. ex Dombrain) Borhidi,Rubiaceae,Species,Palicourea,Palicourea Aubl.,145874,30000890-2,Genus,526212,77161808-1,Species,Accepted,Rubiaceae,,Palicourea,,cyanococca,,,Seem. ex Dombrain,Borhidi,,Acta Bot. Hung., 59: 16,(2017),,SE. Mexico to NW. Ecuador,shrub,wet tropical,Palicourea cyanococca,(Seem. ex Dombrain) Borhidi,526212,464354,,,145874,77161808-1,,Y,Palicourea cyanococca (Seem. ex Dombrain) Borhidi,77161808-1,526212,Palicourea
51,Simira salvadorensis,236593-2,Simira salvadorensis,Simira salvadorensis (Standl.) Steyerm.,Rubiaceae,Species,Simira,Simira Aubl.,192299,30018402-2,Genus,192343,236593-2,Species,Accepted,Rubiaceae,,Simira,,salvadorensis,,,Standl.,Steyerm.,,Mem. New York Bot. Gard., 23: 307,(1972),,S. Mexico to Honduras,tree,wet tropical,Simira salvadorensis,(Standl.) Steyerm.,192343,30574,,,192299,236593-2,,Y,Simira salvadorensis (Standl.) Steyerm.,236593-2,192343,Simira
52,Tripterospermum lanceolatum,371301-1,Tripterospermum lanceolatum,Tripterospermum lanceolatum (Hayata) H.Hara ex Satake,Gentianaceae,Species,Tripterospermum,Tripterospermum Blume,2442935,16752-1,Genus,2442586,371301-1,Species,Accepted,Gentianaceae,,Tripterospermum,,lanceolatum,,,Hayata,H.Hara ex Satake,,J. Jap. Bot., 26: 108,(1951),,Taiwan,climbing perennial,temperate,Tripterospermum lanceolatum,(Hayata) H.Hara ex Satake,2442586,2742485,,,2442935,371301-1,,N,Tripterospermum lanceolatum (Hayata) H.Hara ex Satake,371301-1,2442586,Tripterospermum
53,Stephanotis volubilis,77303206-1,Stephanotis volubilis,"Stephanotis volubilis (L.f.) S.Reuss, Liede & Meve",Apocynaceae,Species,Stephanotis,Stephanotis Thouars,512431,30089192-2,Genus,3295541,77303206-1,Species,Accepted,Apocynaceae,,Stephanotis,,volubilis,,,L.f.,"S.Reuss, Liede & Meve",,Taxon, 71: 864,(2022),,NE. Pakistan to S. China and W. Malesia,climber,wet tropical,Stephanotis volubilis,"(L.f.) S.Reuss, Liede & Meve",3295541,501525,,,512431,77303206-1,,Y,"Stephanotis volubilis (L.f.) S.Reuss, Liede & Meve",77303206-1,3295541,Stephanotis
54,Psydrax splendens,915421-1,Psydrax splendens,Psydrax splendens (K.Schum.) Bridson,Rubiaceae,Species,Psydrax,Psydrax Gaertn.,170230,35218-1,Genus,170292,915421-1,Species,Accepted,Rubiaceae,,Psydrax,,splendens,,,K.Schum.,Bridson,,Kew Bull., 40: 714,(1985),,S. Nigeria to WC. Trop. Africa,shrub or tree,wet tropical,Psydrax splendens,(K.Schum.) Bridson,170292,158860,,,170230,915421-1,,Y,Psydrax splendens (K.Schum.) Bridson,915421-1,170292,Psydrax
55,Helia alata,118811-2,Helia alata,Helia alata (Aubl.) Kuntze,Gentianaceae,Species,Helia,Helia Mart.,2842115,16585-1,Genus,2842117,118811-2,Species,Accepted,Gentianaceae,,Helia,,alata,,,Aubl.,Kuntze,,Revis. Gen. Pl., 2: 428,(1891),,Trinidad to N. South America,annual,wet tropical,Helia alata,(Aubl.) Kuntze,2842117,2350293,,,2842115,118811-2,,N,Helia alata (Aubl.) Kuntze,118811-2,2842117,Helia
56,Leptadenia lanceolata,77143808-1,Leptadenia lanceolata,Leptadenia lanceolata (Poir.) Goyder,Apocynaceae,Species,Leptadenia,Leptadenia R.Br.,507739,3469-1,Genus,507759,77143808-1,Species,Accepted,Apocynaceae,,Leptadenia,,lanceolata,,,Poir.,Goyder,,Kew Bull., 69(4)-9552: 1,(2014),,W. Trop. Africa to Egypt and Tanzania,climbing shrub,seasonally dry tropical,Leptadenia lanceolata,(Poir.) Goyder,507759,503800,,,507739,77143808-1,,Y,Leptadenia lanceolata (Poir.) Goyder,77143808-1,507759,Leptadenia
57,Halenia asclepiadea,369443-1,Halenia asclepiadea,Halenia asclepiadea (Kunth) G.Don,Gentianaceae,Species,Halenia,Halenia Borkh.,2837939,331641-2,Genus,2837946,369443-1,Species,Accepted,Gentianaceae,,Halenia,,asclepiadea,,,Kunth,G.Don,,Gen. Hist., 4: 177,(1837),,"Colombia, Peru",,montane tropical,Halenia asclepiadea,(Kunth) G.Don,2837946,2590521,,,2837939,369443-1,,N,Halenia asclepiadea (Kunth) G.Don,369443-1,2837946,Halenia
58,Stenostomum lucidum,767124-1,Stenostomum lucidum,Stenostomum lucidum (Sw.) C.F.Gaertn.,Rubiaceae,Species,Stenostomum,Stenostomum C.F.Gaertn.,197565,35392-1,Genus,197596,767124-1,Species,Accepted,Rubiaceae,,Stenostomum,,lucidum,,,Sw.,C.F.Gaertn.,,Suppl. Carp.,: 69,(1806),,"S. Mexico to C. America, Caribbean",shrub or tree,wet tropical,Stenostomum lucidum,(Sw.) C.F.Gaertn.,197596,108957,,,197565,767124-1,,Y,Stenostomum lucidum (Sw.) C.F.Gaertn.,767124-1,197596,Stenostomum
59,Cruciata pedemontana,60453492-2,Cruciata pedemontana,Cruciata pedemontana (Bellardi) Ehrend.,Rubiaceae,Species,Cruciata,Cruciata Mill.,51715,34433-1,Genus,51755,60453492-2,Species,Accepted,Rubiaceae,,Cruciata,,pedemontana,,,Bellardi,Ehrend.,,Ann. Naturhist. Mus. Wien, 65: 18,(1961 publ. 1962),,"Morocco, Europe to W. & C. Asia",annual,temperate,Cruciata pedemontana,(Bellardi) Ehrend.,51755,211324,,,51715,60453492-2,,Y,Cruciata pedemontana (Bellardi) Ehrend.,60453492-2,51755,Cruciata
60,Posoqueria latifolia,1079607-2,Posoqueria latifolia,Posoqueria latifolia (Rudge) Schult.,Rubiaceae,Species,Posoqueria,Posoqueria Aubl.,163557,35176-1,Genus,163583,1079607-2,Species,Accepted,Rubiaceae,,Posoqueria,,latifolia,,,Rudge,Schult.,J.J.Roemer & J.A.Schultes,"Syst. Veg., ed. 15[bis].", 5: 227,(1819),,Mexico to Trop. America,shrub or tree,wet tropical,Posoqueria latifolia,(Rudge) Schult.,163583,192797,,,163557,1079607-2,,Y,Posoqueria latifolia (Rudge) Schult.,1079607-2,163583,Posoqueria
61,Mandevilla illustris,151981-2,Mandevilla illustris,Mandevilla illustris (Vell.) Woodson,Apocynaceae,Species,Mandevilla,Mandevilla Lindl.,119205,328998-2,Genus,119281,151981-2,Species,Accepted,Apocynaceae,,Mandevilla,,illustris,,,Vell.,Woodson,,Ann. Missouri Bot. Gard., 20: 727,(1933),,E. Bolivia to Brazil and Paraguay,tuberous geophyte,seasonally dry tropical,Mandevilla illustris,(Vell.) Woodson,119281,65975,,,119205,151981-2,,Y,Mandevilla illustris (Vell.) Woodson,151981-2,119281,Mandevilla
62,Afrocanthium gilfillanii,77062249-1,Afrocanthium gilfillanii,Afrocanthium gilfillanii (N.E.Br.) Lantz,Rubiaceae,Species,Afrocanthium,Afrocanthium (Bridson) Lantz & B.Bremer,216314,77062247-1,Genus,216316,77062249-1,Species,Accepted,Rubiaceae,,Afrocanthium,,gilfillanii,,,N.E.Br.,Lantz,,Bot. J. Linn. Soc., 146: 278,(2004),,S. Africa,tree,desert or dry shrubland,Afrocanthium gilfillanii,(N.E.Br.) Lantz,216316,158708,,,216314,77062249-1,,Y,Afrocanthium gilfillanii (N.E.Br.) Lantz,77062249-1,216316,Afrocanthium
63,Swertia alata,370786-1,Swertia alata,Swertia alata (D.Don ex G.Don) Royle ex C.B.Clarke,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590340,370786-1,Species,Accepted,Gentianaceae,,Swertia,,alata,,,D.Don ex G.Don,Royle ex C.B.Clarke,J.D.Hooker,Fl. Brit. India, 4: 125,(1883),,NE. Pakistan to Himalaya,annual,temperate,Swertia alata,(D.Don ex G.Don) Royle ex C.B.Clarke,2590340,2625927,,,2590364,370786-1,,N,Swertia alata (D.Don ex G.Don) Royle ex C.B.Clarke,370786-1,2590340,Swertia
64,Coprosma linariifolia,747436-1,Coprosma linariifolia,Coprosma linariifolia (Hook.f.) Hook.f.,Rubiaceae,Species,Coprosma,Coprosma J.R.Forst. & G.Forst.,46739,34398-1,Genus,46839,747436-1,Species,Accepted,Rubiaceae,,Coprosma,,linariifolia,,,Hook.f.,Hook.f.,,Handb. N. Zeal. Fl., 1: 118,(1864),,New Zealand,tree,subtropical,Coprosma linariifolia,(Hook.f.) Hook.f.,46839,46905,,,46739,747436-1,,Y,Coprosma linariifolia (Hook.f.) Hook.f.,747436-1,46839,Coprosma
65,Mussaenda hirsutissima,756659-1,Mussaenda hirsutissima,Mussaenda hirsutissima (Hook.f.) Hutch. ex Gamble,Rubiaceae,Species,Mussaenda,Mussaenda Burm. ex L.,130295,327866-2,Genus,130427,756659-1,Species,Accepted,Rubiaceae,,Mussaenda,,hirsutissima,,,Hook.f.,Hutch. ex Gamble,,Fl. Madras,: 610,(1921),,W. India,climbing shrub,wet tropical,Mussaenda hirsutissima,(Hook.f.) Hutch. ex Gamble,130427,130405,,,130295,756659-1,,Y,Mussaenda hirsutissima (Hook.f.) Hutch. ex Gamble,756659-1,130427,Mussaenda
66,Tabernaemontana capuronii,907601-1,Tabernaemontana capuronii,Tabernaemontana capuronii Leeuwenb.,Apocynaceae,Species,Tabernaemontana,Tabernaemontana Plum. ex L.,200545,328993-2,Genus,200609,907601-1,Species,Accepted,Apocynaceae,,Tabernaemontana,,capuronii,,,,Leeuwenb.,,J. Ethno-Pharmacol., 10: 7,(1984),,Madagascar (Analalava Forest),shrub or tree,seasonally dry tropical,Tabernaemontana capuronii,Leeuwenb.,200609,34070,Markgr.,,200545,907601-1,,Y,Tabernaemontana capuronii Leeuwenb.,907601-1,200609,Tabernaemontana
67,Tabernaemontana psorocarpa,82297-1,Tabernaemontana psorocarpa,Tabernaemontana psorocarpa (Pierre ex Stapf) Pichon,Apocynaceae,Species,Tabernaemontana,Tabernaemontana Plum. ex L.,200545,328993-2,Genus,200890,82297-1,Species,Accepted,Apocynaceae,,Tabernaemontana,,psorocarpa,,,Pierre ex Stapf,Pichon,,Notul. Syst. (Paris), 13: 253,(1948 publ. 1949),,SE. Nigeria to Gabon,liana,wet tropical,Tabernaemontana psorocarpa,(Pierre ex Stapf) Pichon,200890,84927,,,200545,82297-1,,Y,Tabernaemontana psorocarpa (Pierre ex Stapf) Pichon,82297-1,200890,Tabernaemontana
68,Trachelospermum jasminoides,82553-1,Trachelospermum jasminoides,Trachelospermum jasminoides (Lindl.) Lem.,Apocynaceae,Species,Trachelospermum,Trachelospermum Lem.,207072,2604-1,Genus,207106,82553-1,Species,Accepted,Apocynaceae,,Trachelospermum,,jasminoides,,,Lindl.,Lem.,,Jard. Fleur., 1: t. 61,(1851),,WC. & S. Japan to Vietnam,liana,subtropical,Trachelospermum jasminoides,(Lindl.) Lem.,207106,178354,,,207072,82553-1,,Y,Trachelospermum jasminoides (Lindl.) Lem.,82553-1,207106,Trachelospermum
69,Coussarea macrophylla,747706-1,Coussarea macrophylla,Coussarea macrophylla (Mart.) Müll.Arg.,Rubiaceae,Species,Coussarea,Coussarea Aubl.,48396,34412-1,Genus,48488,747706-1,Species,Accepted,Rubiaceae,,Coussarea,,macrophylla,,,Mart.,Müll.Arg.,,Flora, 58: 466,(1875),,W. South America to N. Brazil,shrub or tree,wet tropical,Coussarea macrophylla,(Mart.) Müll.Arg.,48488,84113,,,48396,747706-1,,Y,Coussarea macrophylla (Mart.) Müll.Arg.,747706-1,48488,Coussarea
70,Leichhardtia rostrata,77221204-1,Leichhardtia rostrata,Leichhardtia rostrata (R.Br.) P.I.Forst.,Apocynaceae,Species,Leichhardtia,Leichhardtia R.Br.,507729,3465-1,Genus,548333,77221204-1,Species,Accepted,Apocynaceae,,Leichhardtia,,rostrata,,,R.Br.,P.I.Forst.,,Austrobaileya, 11: 14,(2021),,"E. Queensland to E. Vicotria, Lord Howe I.",climber,seasonally dry tropical,Leichhardtia rostrata,(R.Br.) P.I.Forst.,548333,508249,,,507729,77221204-1,,Y,Leichhardtia rostrata (R.Br.) P.I.Forst.,77221204-1,548333,Leichhardtia
71,Catharanthus pusillus,77879-1,Catharanthus pusillus,Catharanthus pusillus (Murray) G.Don,Apocynaceae,Species,Catharanthus,Catharanthus G.Don,35711,2251-1,Genus,35718,77879-1,Species,Accepted,Apocynaceae,,Catharanthus,,pusillus,,,Murray,G.Don,,Gen. Hist., 4: 95,(1837),,Indian Subcontinent,annual,seasonally dry tropical,Catharanthus pusillus,(Murray) G.Don,35718,213181,,,35711,77879-1,,Y,Catharanthus pusillus (Murray) G.Don,77879-1,35718,Catharanthus
72,Morinda morindoides,756428-1,Morinda morindoides,Morinda morindoides (Baker) Milne-Redh.,Rubiaceae,Species,Morinda,Morinda L.,129750,34941-1,Genus,129871,756428-1,Species,Accepted,Rubiaceae,,Morinda,,morindoides,,,Baker,Milne-Redh.,,Kew Bull., 2: 31,(1947),,W. Trop. Africa to South Sudan and Angola,liana,wet tropical,Morinda morindoides,(Baker) Milne-Redh.,129871,85004,,,129750,756428-1,,Y,Morinda morindoides (Baker) Milne-Redh.,756428-1,129871,Morinda
73,Himalrandia tetrasperma,753117-1,Himalrandia tetrasperma,Himalrandia tetrasperma (Wall. ex Roxb.) T.Yamaz.,Rubiaceae,Species,Himalrandia,Himalrandia T.Yamaz.,99257,34716-1,Genus,99260,753117-1,Species,Accepted,Rubiaceae,,Himalrandia,,tetrasperma,,,Wall. ex Roxb.,T.Yamaz.,,J. Jap. Bot., 45: 340,(1970),,E. Afghanistan to Assam,shrub,subtropical,Himalrandia tetrasperma,(Wall. ex Roxb.) T.Yamaz.,99260,88495,,,99257,753117-1,,Y,Himalrandia tetrasperma (Wall. ex Roxb.) T.Yamaz.,753117-1,99260,Himalrandia
74,Centaurium littorale,366670-1,Centaurium littorale,Centaurium littorale (Turner) Gilmour,Gentianaceae,Species,Centaurium,Centaurium Hill,2708575,30015106-2,Genus,2708691,366670-1,Species,Accepted,Gentianaceae,,Centaurium,,littorale,,,Turner,Gilmour,,Bull. Misc. Inform. Kew, 1937: 498,(1937),,Europe to C. Asia,annual,temperate,Centaurium littorale,(Turner) Gilmour,2708691,2718806,,,2708575,366670-1,,N,Centaurium littorale (Turner) Gilmour,366670-1,2708691,Centaurium
75,Gentianella bulgarica,369173-1,Gentianella bulgarica,Gentianella bulgarica (Velen.) Holub,Gentianaceae,Species,Gentianella,Gentianella Moench,2821875,331622-2,Genus,2821963,369173-1,Species,Accepted,Gentianaceae,,Gentianella,,bulgarica,,,Velen.,Holub,,Folia Geobot. Phytotax., 2: 117,(1967),,"C. Balkan Pen., S. Carpathians",,temperate,Gentianella bulgarica,(Velen.) Holub,2821963,2820105,,,2821875,369173-1,,N,Gentianella bulgarica (Velen.) Holub,369173-1,2821963,Gentianella
76,Vincetoxicum indicum,77164260-1,Vincetoxicum indicum,Vincetoxicum indicum (Burm.f.) Mabb.,Apocynaceae,Species,Vincetoxicum,Vincetoxicum Wolf,513384,30010004-2,Genus,526875,77164260-1,Species,Accepted,Apocynaceae,,Vincetoxicum,,indicum,,,Burm.f.,Mabb.,,Mabberley's Pl.-Book,", ed. 4: 1102",(2017),,Indian Subcontinent to W. Malesia,climbing subshrub or climbing shrub,seasonally dry tropical,Vincetoxicum indicum,(Burm.f.) Mabb.,526875,503750,,,513384,77164260-1,,Y,Vincetoxicum indicum (Burm.f.) Mabb.,77164260-1,526875,Vincetoxicum
77,Vincetoxicum shaanxiense,77190284-1,Vincetoxicum shaanxiense,Vincetoxicum shaanxiense Meve & Liede,Apocynaceae,Species,Vincetoxicum,Vincetoxicum Wolf,513384,30010004-2,Genus,531939,77190284-1,Species,Accepted,Apocynaceae,,Vincetoxicum,,shaanxiense,,,,Meve & Liede,,Phytotaxa, 369: 161,(2018),,"China (Gansu, Shaanxi)",climbing shrub,temperate,Vincetoxicum shaanxiense,Meve & Liede,531939,501685,Schltr.,,513384,77190284-1,,Y,Vincetoxicum shaanxiense Meve & Liede,77190284-1,531939,Vincetoxicum
78,Galium aegeum,749468-1,Galium aegeum,Galium aegeum (Stoj. & Kitan.) Ancev,Rubiaceae,Species,Galium,Galium L.,85562,325955-2,Genus,85587,749468-1,Species,Accepted,Rubiaceae,,Galium,,aegeum,,,Stoj. & Kitan.,Ancev,,Dokl. Bulg. Akad. Nauk, 28: 1535,(1975),,Bulgaria to N. Aegean Is.,,temperate,Galium aegeum,(Stoj. & Kitan.) Ancev,85587,86315,,,85562,749468-1,,Y,Galium aegeum (Stoj. & Kitan.) Ancev,749468-1,85587,Galium
79,Canscora diffusa,366552-1,Canscora diffusa,Canscora diffusa (Vahl) R.Br. ex Roem. & Schult.,Gentianaceae,Species,Canscora,Canscora Lam.,2696504,326953-2,Genus,2696511,366552-1,Species,Accepted,Gentianaceae,,Canscora,,diffusa,,,Vahl,R.Br. ex Roem. & Schult.,,"Syst. Veg., ed. 15[bis].", 3: 301,(1818),,Trop. Africa to SW. Pacific,annual,seasonally dry tropical,Canscora diffusa,(Vahl) R.Br. ex Roem. & Schult.,2696511,2820386,,,2696504,366552-1,,N,Canscora diffusa (Vahl) R.Br. ex Roem. & Schult.,366552-1,2696511,Canscora
80,Guettardella putaminosa,752116-1,Guettardella putaminosa,Guettardella putaminosa (F.Muell.) Benth.,Rubiaceae,Species,Guettardella,Guettardella Champ. ex Benth.,93375,34672-1,Genus,93392,752116-1,Species,Accepted,Rubiaceae,,Guettardella,,putaminosa,,,F.Muell.,Benth.,,Fl. Austral., 3: 419,(1867),,Queensland,shrub or tree,wet tropical,Guettardella putaminosa,(F.Muell.) Benth.,93392,205976,,,93375,752116-1,,Y,Guettardella putaminosa (F.Muell.) Benth.,752116-1,93392,Guettardella
81,Nauclea orientalis,757181-1,Nauclea orientalis,Nauclea orientalis (L.) L.,Rubiaceae,Species,Nauclea,Nauclea L.,133119,327870-2,Genus,133249,757181-1,Species,Accepted,Rubiaceae,,Nauclea,,orientalis,,,L.,L.,,"Sp. Pl., ed. 2.",: 243,(1762),,Trop. Asia to N. Australia,tree,wet tropical,Nauclea orientalis,(L.) L.,133249,36731,,,133119,757181-1,,Y,Nauclea orientalis (L.) L.,757181-1,133249,Nauclea
82,Pauridiantha paucinervis,759461-1,Pauridiantha paucinervis,Pauridiantha paucinervis (Hiern) Bremek.,Rubiaceae,Species,Pauridiantha,Pauridiantha Hook.f.,148123,35073-1,Genus,148148,759461-1,Species,Accepted,Rubiaceae,,Pauridiantha,,paucinervis,,,Hiern,Bremek.,,Bot. Jahrb. Syst., 71: 212,(1940),,"Nigeria to Kenya and S. Trop. Africa, Madagascar",shrub or tree,wet tropical,Pauridiantha paucinervis,(Hiern) Bremek.,148148,211142,,,148123,759461-1,,Y,Pauridiantha paucinervis (Hiern) Bremek.,759461-1,148148,Pauridiantha
83,Exostema caribaeum,1125915-2,Exostema caribaeum,Exostema caribaeum (Jacq.) Schult.,Rubiaceae,Species,Exostema,Exostema (Pers.) Bonpl.,83523,1057956-2,Genus,83532,1125915-2,Species,Accepted,Rubiaceae,,Exostema,,caribaeum,,,Jacq.,Schult.,J.J.Roemer & J.A.Schultes,"Syst. Veg., ed. 15[bis].", 5: 19,(1819),,"S. Florida to Caribbean, Mexico to Colombia",shrub or tree,wet tropical,Exostema caribaeum,(Jacq.) Schult.,83532,40576,,,83523,1125915-2,,Y,Exostema caribaeum (Jacq.) Schult.,1125915-2,83532,Exostema
84,Centaurium erythraea,326619-2,Centaurium erythraea,Centaurium erythraea Rafn,Gentianaceae,Species,Centaurium,Centaurium Hill,2708575,30015106-2,Genus,2708639,326619-2,Species,Accepted,Gentianaceae,,Centaurium,,erythraea,,,,Rafn,,Danm. Holst. Fl., 2: 75,(1800),,"Azores, Morocco, Europe to SW. Siberia and Iran, Yemen",biennial,temperate,Centaurium erythraea,Rafn,2708639,2820188,L.,,2708575,326619-2,,N,Centaurium erythraea Rafn,326619-2,2708639,Centaurium
85,Acokanthera schimperi,60447729-2,Acokanthera schimperi,Acokanthera schimperi (A.DC.) Schweinf.,Apocynaceae,Species,Acokanthera,Acokanthera G.Don,2156,2171-1,Genus,2171,60447729-2,Species,Accepted,Apocynaceae,,Acokanthera,,schimperi,,,A.DC.,Schweinf.,,Bol. Soc. Afr. Ital., 10(11-12): 11,(1891),,"NE. & E. Trop. Africa to E. DR Congo, Arabian Pen.",shrub or tree,seasonally dry tropical,Acokanthera schimperi,(A.DC.) Schweinf.,2171,34216,,,2156,60447729-2,,Y,Acokanthera schimperi (A.DC.) Schweinf.,60447729-2,2171,Acokanthera
86,Rudgea viburnoides,1139608-2,Rudgea viburnoides,Rudgea viburnoides (Cham.) Benth.,Rubiaceae,Species,Rudgea,Rudgea Salisb.,180461,330786-2,Genus,180722,1139608-2,Species,Accepted,Rubiaceae,,Rudgea,,viburnoides,,,Cham.,Benth.,,Linnaea, 23: 458,(1850),,W. South America to Brazil,tree,wet tropical,Rudgea viburnoides,(Cham.) Benth.,180722,45767,,,180461,1139608-2,,Y,Rudgea viburnoides (Cham.) Benth.,1139608-2,180722,Rudgea
87,Kibatalia laurifolia,79456-1,Kibatalia laurifolia,Kibatalia laurifolia (Ridl.) Woodson,Apocynaceae,Species,Kibatalia,Kibatalia G.Don,105920,2390-1,Genus,105932,79456-1,Species,Accepted,Apocynaceae,,Kibatalia,,laurifolia,,,Ridl.,Woodson,,Sunyatsenia, 3: 102,(1936),,Indo-China to NW. Pen. Malaysia,shrub or tree,wet tropical,Kibatalia laurifolia,(Ridl.) Woodson,105932,207110,,,105920,79456-1,,Y,Kibatalia laurifolia (Ridl.) Woodson,79456-1,105932,Kibatalia
88,Vincetoxicum paniculatum,102915-1,Vincetoxicum paniculatum,Vincetoxicum paniculatum (R.Br.) Kuntze,Apocynaceae,Species,Vincetoxicum,Vincetoxicum Wolf,513384,30010004-2,Genus,513728,102915-1,Species,Accepted,Apocynaceae,,Vincetoxicum,,paniculatum,,,R.Br.,Kuntze,,Revis. Gen. Pl., 2: 425,(1891),,SE. Queensland to NE. New South Wales,climber,wet tropical,Vincetoxicum paniculatum,(R.Br.) Kuntze,513728,513253,,,513384,102915-1,,Y,Vincetoxicum paniculatum (R.Br.) Kuntze,102915-1,513728,Vincetoxicum
89,Cruciata glabra,60456820-2,Cruciata glabra,Cruciata glabra (L.) Opiz,Rubiaceae,Species,Cruciata,Cruciata Mill.,51715,34433-1,Genus,51735,60456820-2,Species,Accepted,Rubiaceae,,Cruciata,,glabra,,,L.,Opiz,,Seznam,: 34,(1852),,"SC. & S. Europe to C. Siberia and Caucasus, NW. Africa",perennial,temperate,Cruciata glabra,(L.) Opiz,51735,211306,,,51715,60456820-2,,Y,Cruciata glabra (L.) Opiz,60456820-2,51735,Cruciata
