,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,accepted_parent,accepted_parent_w_author,accepted_parent_ipni_id,accepted_parent_rank,plant_name_id,ipni_id,taxon_rank,taxon_status,family,genus_hybrid,genus,species_hybrid,species,infraspecific_rank,infraspecies,parenthetical_author,primary_author,publication_author,place_of_publication,volume_and_page,first_published,nomenclatural_remarks,geographic_area,lifeform_description,climate_description,taxon_name,taxon_authors,accepted_plant_name_id,basionym_plant_name_id,replaced_synonym_author,homotypic_synonym,parent_plant_name_id,powo_id,hybrid_formula,reviewed,accepted_species,accepted_species_w_author,accepted_species_ipni_id,native_tdwg3_codes,intro_tdwg3_codes
49,25028-1,Anthocleista,Anthocleista Afzel. ex R.Br.,Gentianaceae,Genus,,,,,2641611,25028-1,Genus,Accepted,Gentianaceae,,Anthocleista,,,,,,Afzel. ex R.Br.,J.H.Tuckey,Narr. Exped. Zaire,: 449,(1818),,"Trop. & S. Africa, Comoros, Madagascar",,,Anthocleista,Afzel. ex R.Br.,2641611,,,,,25028-1,,N,,,,"('ANG', 'BEN', 'BKN', 'BUR', 'CAB', 'CAF', 'CHA', 'CMN', 'COM', 'CON', 'CPV', 'EQG', 'ETH', 'GAB', 'GAM', 'GGI', 'GHA', 'GNB', 'GUI', 'IVO', 'KEN', 'LBR', 'MDG', 'MLI', 'MLW', 'MOZ', 'NGA', 'RWA', 'SEN', 'SIE', 'SUD', 'SWZ', 'TAN', 'TOG', 'TVL', 'UGA', 'ZAI', 'ZAM', 'ZIM')",
50,956788-1,Anthorrhiza,Anthorrhiza C.R.Huxley & Jebb,Rubiaceae,Genus,,,,,10435,956788-1,Genus,Accepted,Rubiaceae,,Anthorrhiza,,,,,,C.R.Huxley & Jebb,,Bull. Jard. Bot. Natl. Belg., 60: 420,(1990),,Papua New Guinea (to Louisiade Arch.),,,Anthorrhiza,C.R.Huxley & Jebb,10435,,,,,956788-1,,Y,,,,"('NWG',)",
51,998208-1,Anthospermopsis,Anthospermopsis (K.Schum.) J.H.Kirkbr.,Rubiaceae,Genus,,,,,10448,998208-1,Genus,Accepted,Rubiaceae,,Anthospermopsis,,,,,K.Schum.,J.H.Kirkbr.,,Brittonia, 49: 373,(1997),,NE. Brazil,,seasonally dry tropical,Anthospermopsis,(K.Schum.) J.H.Kirkbr.,10448,,,,,998208-1,,Y,,,,"('BZE',)",
52,34146-1,Anthospermum,Anthospermum L.,Rubiaceae,Genus,,,,,10450,34146-1,Genus,Accepted,Rubiaceae,,Anthospermum,,,,,,L.,,Sp. Pl.,: 1058,(1753),,"Trop. & S. Africa, Madagascar, SW. Arabian Pen.",,,Anthospermum,L.,10450,,,,,34146-1,,Y,,,,"('ANG', 'BOT', 'BUR', 'CMN', 'CPP', 'ERI', 'ETH', 'GGI', 'KEN', 'LES', 'MDG', 'MLW', 'MOZ', 'NAM', 'NAT', 'OFS', 'RWA', 'SAU', 'SUD', 'SWZ', 'TAN', 'TVL', 'UGA', 'YEM', 'ZAI', 'ZAM', 'ZIM')",
53,327846-2,Antirhea,Antirhea Comm. ex A.Juss.,Rubiaceae,Genus,,,,,12385,327846-2,Genus,Accepted,Rubiaceae,,Antirhea,,,,,,Comm. ex A.Juss.,,Gen. Pl.,: 204,(1789),,W. Indian Ocean,,,Antirhea,Comm. ex A.Juss.,12385,,,,,327846-2,,Y,,,,"('MAU', 'MDG', 'REU', 'ROD')",
54,30033233-2,Antonia,Antonia Pohl,Loganiaceae,Genus,,,,,2643051,30033233-2,Genus,Accepted,Loganiaceae,,Antonia,,,,,,Pohl,,Pl. Bras. Icon. Descr., 2: 13,(1831),,S. Trop. America,,,Antonia,Pohl,2643051,,,,,30033233-2,,N,,,,"('BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'CLM', 'FRG', 'GUY', 'PER', 'SUR', 'VEN')",
55,925123-1,Aoranthe,Aoranthe Somers,Rubiaceae,Genus,,,,,12594,925123-1,Genus,Accepted,Rubiaceae,,Aoranthe,,,,,,Somers,,Bull. Jard. Bot. Natl. Belg., 58: 64,(1988),,Trop. Africa,,,Aoranthe,Somers,12594,,,,,925123-1,,Y,,,,"('ANG', 'CAB', 'CAF', 'CMN', 'CON', 'EQG', 'GAB', 'GGI', 'NGA', 'TAN', 'ZAI')",
56,297000-2,Aphanocarpus,Aphanocarpus Steyerm.,Rubiaceae,Genus,,,,,12687,297000-2,Genus,Accepted,Rubiaceae,,Aphanocarpus,,,,,,Steyerm.,,Mem. New York Bot. Gard., 12(3): 263,(1965),,Venezuela,,,Aphanocarpus,Steyerm.,12687,,,,,297000-2,,Y,,,,"('VEN',)",
57,2211-1,Apocynum,Apocynum L.,Apocynaceae,Genus,,,,,12795,2211-1,Genus,Accepted,Apocynaceae,,Apocynum,,,,,,L.,,Sp. Pl.,: 213,(1753),,"SE. & E. Europe to W. China, N. America",,,Apocynum,L.,12795,,,,,2211-1,,Y,,,,"('ABT', 'AFG', 'ALA', 'ALT', 'ARI', 'ARK', 'BRC', 'BRY', 'BUL', 'CAL', 'CHI', 'CHM', 'CHN', 'CHQ', 'CHS', 'CHT', 'CHX', 'CNT', 'COL', 'CYP', 'DEL', 'FLA', 'GEO', 'IDA', 'ILL', 'INI', 'IOW', 'IRN', 'IRQ', 'ITA', 'JAP', 'KAZ', 'KGZ', 'KOR', 'KRA', 'KRY', 'KTY', 'LOU', 'MAI', 'MAN', 'MAS', 'MIC', 'MIN', 'MNT', 'MON', 'MRY', 'MSI', 'MSO', 'MXE', 'MXN', 'NBR', 'NCA', 'NCS', 'NDA', 'NEB', 'NEV', 'NFL', 'NSC', 'NWH', 'NWJ', 'NWM', 'NWY', 'OHI', 'OKL', 'ONT', 'ORE', 'PAK', 'PAL', 'PEI', 'PEN', 'QUE', 'RHO', 'RUC', 'RUE', 'RUS', 'SAS', 'SCA', 'SDA', 'TCS', 'TEN', 'TEX', 'TKM', 'TUE', 'TUR', 'TZK', 'UKR', 'UTA', 'UZB', 'VER', 'VRG', 'WAS', 'WDC', 'WIS', 'WSB', 'WVA', 'WYO')",
58,30087424-2,Appunia,Appunia Hook.f.,Rubiaceae,Genus,,,,,13621,30087424-2,Genus,Accepted,Rubiaceae,,Appunia,,,,,,Hook.f.,G.Bentham & J.D.Hooker,Gen. Pl., 2: 120,(1873),,S. Mexico to S. Trop. America,,,Appunia,Hook.f.,13621,,,,,30087424-2,,Y,,,,"('BLZ', 'BOL', 'BZC', 'BZN', 'CLM', 'COS', 'ECU', 'FRG', 'GUA', 'GUY', 'HON', 'MXG', 'MXT', 'NIC', 'PAN', 'PER', 'SUR', 'VEN')",
59,3206-1,Apteranthes,Apteranthes J.C.Mikan,Apocynaceae,Genus,,,,,220651,3206-1,Genus,Accepted,Apocynaceae,,Apteranthes,,,,,,J.C.Mikan,,Nova Acta Phys.-Med. Acad. Caes. Leop.-Carol. Nat. Cur., 17: 593,(1835),,"Canary Is., Medit. to Indian Subcontinent",,,Apteranthes,J.C.Mikan,220651,,,,,3206-1,,Y,,,,"('AFG', 'ALG', 'CNY', 'EGY', 'IND', 'LBY', 'MOR', 'NEP', 'PAK', 'PAL', 'SIC', 'SIN', 'SPA', 'TUN', 'WHM', 'YEM')",
60,328092-2,Arachnothryx,Arachnothryx Planch.,Rubiaceae,Genus,,,,,13832,328092-2,Genus,Accepted,Rubiaceae,,Arachnothryx,,,,,,Planch.,,Fl. Serres Jard. Eur., 5: t. 442,(1849),,Mexico to Peru and Trinidad,,,Arachnothryx,Planch.,13832,,,,,328092-2,,Y,,,,"('BLZ', 'CLM', 'COS', 'ECU', 'ELS', 'GUA', 'HON', 'MXC', 'MXE', 'MXG', 'MXN', 'MXS', 'MXT', 'NIC', 'PAN', 'PER', 'TRT', 'VEN')",
61,3207-1,Araujia,Araujia Brot.,Apocynaceae,Genus,,,,,500641,3207-1,Genus,Accepted,Apocynaceae,,Araujia,,,,,,Brot.,,Trans. Linn. Soc. London, 12: 62,(1818),,Bolivia to Brazil and Argentina,,,Araujia,Brot.,500641,,,,,3207-1,,Y,,,,"('AGE', 'AGS', 'AGW', 'BOL', 'BZC', 'BZL', 'BZS', 'PAR', 'URU')","('AZO', 'CAL', 'CLC', 'COR', 'CPP', 'FLA', 'FRA', 'GEO', 'GRC', 'ITA', 'LES', 'MDR', 'NAT', 'NSW', 'NZN', 'NZS', 'OFS', 'PAL', 'POR', 'QLD', 'SOA', 'SPA', 'TCS', 'TUR', 'TVL')"
62,34169-1,Arcytophyllum,Arcytophyllum Willd.,Rubiaceae,Genus,,,,,14426,34169-1,Genus,Accepted,Rubiaceae,,Arcytophyllum,,,,,,Willd.,J.A.Schultes & J.H.Schultes,Mant., 3: 5,(1827),,SC. U.S.A. to W. South America,,,Arcytophyllum,Willd.,14426,,,,,34169-1,,Y,,,,"('BOL', 'CLM', 'COS', 'ECU', 'GUA', 'MXC', 'MXE', 'MXG', 'MXS', 'MXT', 'NWM', 'PAN', 'PER', 'TEX', 'VEN')",
63,34171-1,Argocoffeopsis,Argocoffeopsis Lebrun,Rubiaceae,Genus,,,,,14745,34171-1,Genus,Accepted,Rubiaceae,,Argocoffeopsis,,,,,,Lebrun,,"Mém. Inst. Roy. Colon. Belge, Sect. Sci. Nat. (8vo)", 11(3): 55,(1941),,Trop. Africa,,,Argocoffeopsis,Lebrun,14745,,,,,34171-1,,Y,,,,"('ANG', 'BEN', 'CAB', 'CAF', 'CMN', 'CON', 'GAB', 'GHA', 'GNB', 'GUI', 'IVO', 'LBR', 'NGA', 'SIE', 'SUD', 'TOG', 'ZAI', 'ZAM')",
64,34173-1,Argostemma,Argostemma Wall.,Rubiaceae,Genus,,,,,14774,34173-1,Genus,Accepted,Rubiaceae,,Argostemma,,,,,,Wall.,W.Roxburgh,Fl. Ind., 2: 324,(1824),,"W. & WC. Trop. Africa, Trop. & Subtrop. Asia",,,Argostemma,Wall.,14774,,,,,34173-1,,Y,,,,"('AND', 'ASS', 'BAN', 'BOR', 'CBD', 'CHC', 'CHH', 'CHS', 'CMN', 'EHM', 'EQG', 'GAB', 'GGI', 'GUI', 'IND', 'IVO', 'JAW', 'LAO', 'LBR', 'LSI', 'MLY', 'MYA', 'NCB', 'NEP', 'NGA', 'NNS', 'NWG', 'PHI', 'SIE', 'SUM', 'TAI', 'THA', 'VIE', 'WHM')",
65,999725-1,Aripuana,"Aripuana Struwe, Maas & V.A.Albert",Gentianaceae,Genus,,,,,2651120,999725-1,Genus,Accepted,Gentianaceae,,Aripuana,,,,,,"Struwe, Maas & V.A.Albert",,Harvard Pap. Bot., 2: 236,(1997),,N. Brazil,,,Aripuana,"Struwe, Maas & V.A.Albert",2651120,,,,,999725-1,,N,,,,"('BZN',)",
66,2215-1,Artia,Artia Guillaumin,Apocynaceae,Genus,,,,,16011,2215-1,Genus,Accepted,Apocynaceae,,Artia,,,,,,Guillaumin,,Bull. Soc. Bot. France, 88: 380,(1941),,New Caledonia,,,Artia,Guillaumin,16011,,,,,2215-1,,Y,,,,"('NWC',)",
67,30005968-2,Asclepias,Asclepias L.,Apocynaceae,Genus,,,,,500668,30005968-2,Genus,Accepted,Apocynaceae,,Asclepias,,,,,,L.,,Sp. Pl.,: 215,(1753),,"America, Trop. & S. Africa",,,Asclepias,L.,500668,,,,,30005968-2,,Y,,,,"('ABT', 'AGE', 'AGS', 'AGW', 'ALA', 'ANG', 'ARI', 'ARK', 'BAH', 'BEN', 'BLZ', 'BOL', 'BOT', 'BRC', 'BUR', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CAF', 'CAL', 'CAY', 'CLM', 'CMN', 'CNT', 'COL', 'CON', 'COS', 'CPP', 'CUB', 'DEL', 'DOM', 'ECU', 'ELS', 'ETH', 'FLA', 'FRG', 'GAB', 'GAL', 'GEO', 'GHA', 'GUA', 'GUI', 'GUY', 'HAI', 'HON', 'IDA', 'ILL', 'INI', 'IOW', 'IVO', 'JAM', 'KAN', 'KEN', 'KTY', 'LEE', 'LES', 'LOU', 'MAI', 'MAN', 'MAS', 'MIC', 'MIN', 'MLW', 'MNT', 'MOZ', 'MRY', 'MSI', 'MSO', 'MXC', 'MXE', 'MXG', 'MXN', 'MXS', 'MXT', 'NAM', 'NAT', 'NBR', 'NCA', 'NDA', 'NEB', 'NEV', 'NGA', 'NIC', 'NLA', 'NSC', 'NWH', 'NWJ', 'NWM', 'NWY', 'OFS', 'OHI', 'OKL', 'ONT', 'ORE', 'PAN', 'PAR', 'PEI', 'PEN', 'PER', 'PUE', 'QUE', 'RHO', 'RWA', 'SAS', 'SCA', 'SDA', 'SUR', 'SWC', 'SWZ', 'TAN', 'TCI', 'TEN', 'TEX', 'TRT', 'TVL', 'UGA', 'URU', 'UTA', 'VEN', 'VER', 'VNA', 'VRG', 'WAS', 'WDC', 'WIN', 'WIS', 'WVA', 'WYO', 'ZAI', 'ZAM', 'ZIM')","('ALT', 'AND', 'ASC', 'ASS', 'AUT', 'BAN', 'BER', 'BGM', 'BIS', 'BKN', 'BLR', 'BLT', 'BOR', 'BUL', 'CBD', 'CGS', 'CHC', 'CHH', 'CHS', 'CHT', 'CLN', 'CNY', 'COM', 'COO', 'CRL', 'CVI', 'CYP', 'CZE', 'EAI', 'EHM', 'FIJ', 'FRA', 'GER', 'GGI', 'GIL', 'GRC', 'GST', 'HAW', 'HUN', 'IND', 'IRQ', 'ITA', 'JAP', 'JAW', 'KGZ', 'KRI', 'KRY', 'LAO', 'LIN', 'LSI', 'MAU', 'MDR', 'MLY', 'MOR', 'MRN', 'MRQ', 'MRS', 'MYA', 'NCS', 'NEP', 'NET', 'NFL', 'NNS', 'NRU', 'NSW', 'NWC', 'PHI', 'POL', 'QLD', 'REU', 'ROM', 'RUC', 'RUS', 'SAM', 'SCI', 'SEN', 'SEY', 'SIE', 'SOA', 'SOL', 'SPA', 'SRL', 'SWE', 'SWI', 'TAI', 'THA', 'TON', 'TUA', 'TUB', 'UKR', 'UZB', 'VAN', 'VIE', 'WAL', 'WAU', 'WHM', 'YUG')"
68,296561-2,Asketanthera,Asketanthera Woodson,Apocynaceae,Genus,,,,,16642,296561-2,Genus,Accepted,Apocynaceae,,Asketanthera,,,,,,Woodson,,Ann. Missouri Bot. Gard., 19: 46,(1932),,N. Caribbean,,,Asketanthera,Woodson,16642,,,,,296561-2,,Y,,,,"('CUB', 'DOM', 'HAI')",
69,331373-2,Asperula,Asperula L.,Rubiaceae,Genus,,,,,16674,331373-2,Genus,Accepted,Rubiaceae,,Asperula,,,,,,L.,,Sp. Pl.,: 103,(1753),", nom. cons.","Europe, N. Africa, Temp. & Subtrop. Asia, Australasia",,temperate,Asperula,L.,16674,,,,,331373-2,,Y,,,,"('AFG', 'ALB', 'ALG', 'ASS', 'AUT', 'BAL', 'BGM', 'BLT', 'BUL', 'CHT', 'COR', 'CYP', 'CZE', 'EAI', 'EHM', 'FRA', 'GER', 'GRC', 'HUN', 'IRN', 'IRQ', 'ITA', 'JAP', 'KAZ', 'KGZ', 'KOR', 'KRI', 'KRY', 'LBS', 'LBY', 'MON', 'MOR', 'NCS', 'NET', 'NOR', 'NSW', 'NZN', 'NZS', 'PAK', 'PAL', 'POL', 'POR', 'QLD', 'ROM', 'RUC', 'RUE', 'RUS', 'RUW', 'SAR', 'SIC', 'SOA', 'SPA', 'SWE', 'SWI', 'TAS', 'TCS', 'TKM', 'TUE', 'TUN', 'TUR', 'TZK', 'UKR', 'UZB', 'VIC', 'WHM', 'WSB', 'YUG')","('DEN', 'FIN', 'GRB', 'MRY', 'NWY')"
70,3212-1,Aspidoglossum,Aspidoglossum E.Mey.,Apocynaceae,Genus,,,,,501553,3212-1,Genus,Accepted,Apocynaceae,,Aspidoglossum,,,,,,E.Mey.,,Comm. Pl. Afr. Austr.,: 200,(1838),,Trop. & S. Africa,,,Aspidoglossum,E.Mey.,501553,,,,,3212-1,,Y,,,,"('ANG', 'BKN', 'BUR', 'CAF', 'CMN', 'CON', 'CPP', 'ETH', 'GAB', 'GHA', 'GNB', 'GUI', 'IVO', 'KEN', 'LES', 'MLI', 'MLW', 'MOZ', 'NAM', 'NAT', 'NGA', 'NGR', 'OFS', 'RWA', 'SEN', 'SUD', 'SWZ', 'TAN', 'TOG', 'TVL', 'UGA', 'ZAI', 'ZAM', 'ZIM')",
71,970653-1,Aspidonepsis,Aspidonepsis Nicholas & Goyder,Apocynaceae,Genus,,,,,501592,970653-1,Genus,Accepted,Apocynaceae,,Aspidonepsis,,,,,,Nicholas & Goyder,,Bothalia, 22: 24,(1992),,S. Africa,,,Aspidonepsis,Nicholas & Goyder,501592,,,,,970653-1,,Y,,,,"('CPP', 'LES', 'NAT', 'OFS', 'SWZ', 'TVL')",
72,2217-1,Aspidosperma,Aspidosperma Mart. & Zucc.,Apocynaceae,Genus,,,,,17223,2217-1,Genus,Accepted,Apocynaceae,,Aspidosperma,,,,,,Mart. & Zucc.,C.F.P.von Martius,Nov. Gen. Sp. Pl. Bras., 1: 57,(1824),", nom. cons.",Mexico to Trop. America,,,Aspidosperma,Mart. & Zucc.,17223,,,,,2217-1,,Y,,,,"('AGE', 'AGW', 'BLZ', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CLM', 'COS', 'DOM', 'ECU', 'ELS', 'FRG', 'GUA', 'GUY', 'HAI', 'HON', 'MXC', 'MXG', 'MXS', 'MXT', 'NIC', 'PAN', 'PAR', 'PER', 'SUR', 'TRT', 'URU', 'VEN', 'VNA')",
73,30037892-2,Astephanus,Astephanus R.Br.,Apocynaceae,Genus,,,,,501600,30037892-2,Genus,Accepted,Apocynaceae,,Astephanus,,,,,,R.Br.,,Asclepiadeae,: 43,(1810),,Cape Prov.,,,Astephanus,R.Br.,501600,,,,,30037892-2,,Y,,,,"('CPP',)",
74,3215-1,Asterostemma,Asterostemma Decne.,Apocynaceae,Genus,,,,,501653,3215-1,Genus,Accepted,Apocynaceae,,Asterostemma,,,,,,Decne.,,"Ann. Sci. Nat., Bot.",", sér. 2, 9: 271",(1838),,Jawa,,,Asterostemma,Decne.,501653,,,,,3215-1,,Y,,,,"('JAW',)",
75,34184-1,Astiella,Astiella Jovet,Rubiaceae,Genus,,,,,17482,34184-1,Genus,Accepted,Rubiaceae,,Astiella,,,,,,Jovet,,Notul. Syst. (Paris), 9: 147,(1941),,Madagascar,,,Astiella,Jovet,17482,,,,,34184-1,,Y,,,,"('MDG',)",
76,3217-1,Atherandra,Atherandra Decne.,Apocynaceae,Genus,,,,,501657,3217-1,Genus,Accepted,Apocynaceae,,Atherandra,,,,,,Decne.,A.P.de Candolle,Prodr., 8: 497,(1844),,Indo-China to W. Malesia,,,Atherandra,Decne.,501657,,,,,3217-1,,Y,,,,"('JAW', 'MLY', 'MYA', 'SUM', 'THA', 'VIE')",
77,34185-1,Atractocarpus,Atractocarpus Schltr. & K.Krause,Rubiaceae,Genus,,,,,17716,34185-1,Genus,Accepted,Rubiaceae,,Atractocarpus,,,,,,Schltr. & K.Krause,,Beibl. Bot. Jahrb. Syst., 92: 43,(1908),,Philippines to Pacific,,,Atractocarpus,Schltr. & K.Krause,17716,,,,,34185-1,,Y,,,,"('BIS', 'CRL', 'FIJ', 'NFK', 'NSW', 'NWC', 'NWG', 'PHI', 'QLD', 'SCI', 'TON', 'VAN')",
78,34186-1,Atractogyne,Atractogyne Pierre,Rubiaceae,Genus,,,,,17751,34186-1,Genus,Accepted,Rubiaceae,,Atractogyne,,,,,,Pierre,,Bull. Mens. Soc. Linn. Paris, 2: 1261,(1896),,W. & WC. Trop. Africa,,,Atractogyne,Pierre,17751,,,,,34186-1,,Y,,,,"('ANG', 'CAB', 'CAF', 'CMN', 'CON', 'GAB', 'GHA', 'IVO', 'LBR', 'NGA', 'ZAI')",
79,77206431-1,Atrostemma,Atrostemma Morillo,Apocynaceae,Genus,,,,,538543,77206431-1,Genus,Accepted,Apocynaceae,,Atrostemma,,,,,,Morillo,,Pittieria, 39: 198,(2015),,C. & S. Trop. America,,,Atrostemma,Morillo,538543,,,,,77206431-1,,Y,,,,"('BZE', 'BZL', 'CLM', 'COS', 'GUA', 'GUY', 'NIC', 'PER', 'VEN')",
80,331377-2,Augusta,Augusta Pohl,Rubiaceae,Genus,,,,,17936,331377-2,Genus,Accepted,Rubiaceae,,Augusta,,,,,,Pohl,,Pl. Bras. Icon. Descr., 2: 1,(1828),", nom. cons.","Mexico to Brazil, SW. Pacific",,,Augusta,Pohl,17936,,,,,331377-2,,Y,,,,"('BLZ', 'BZC', 'BZE', 'BZL', 'BZN', 'CLM', 'COS', 'ELS', 'FIJ', 'GUA', 'HON', 'MXC', 'MXE', 'MXG', 'MXS', 'MXT', 'NIC', 'NWC', 'PAN')",
81,34189-1,Aulacocalyx,Aulacocalyx Hook.f.,Rubiaceae,Genus,,,,,17954,34189-1,Genus,Accepted,Rubiaceae,,Aulacocalyx,,,,,,Hook.f.,,Hooker's Icon. Pl., 12: t. 1126,(1873),,Trop. Africa,,,Aulacocalyx,Hook.f.,17954,,,,,34189-1,,Y,,,,"('ANG', 'CAF', 'CMN', 'CON', 'EQG', 'GAB', 'GGI', 'GHA', 'GUI', 'IVO', 'LBR', 'NGA', 'SIE', 'TAN', 'ZAI', 'ZAM')",
82,986757-1,Australluma,Australluma Plowes,Apocynaceae,Genus,,,,,501672,986757-1,Genus,Accepted,Apocynaceae,,Australluma,,,,,,Plowes,,Haseltonia, 3: 54,(1995),,S. Trop. & S. Africa,,,Australluma,Plowes,501672,,,,,986757-1,,Y,,,,"('ANG', 'MOZ', 'NAM', 'NAT', 'SWZ', 'TVL', 'ZIM')",
83,60470232-2,Austrochthamalia,Austrochthamalia Morillo & Fontella,Apocynaceae,Genus,,,,,498130,60470232-2,Genus,Accepted,Apocynaceae,,Austrochthamalia,,,,,,Morillo & Fontella,,Revista Biol. Neotrop., 10: 3,(2013),,Bolivia to C. Brazil and NE. Argentina,,,Austrochthamalia,Morillo & Fontella,498130,,,,,60470232-2,,Y,,,,"('AGE', 'BOL', 'BZC', 'BZL')",
84,327848-2,Badusa,Badusa A.Gray,Rubiaceae,Genus,,,,,19133,327848-2,Genus,Accepted,Rubiaceae,,Badusa,,,,,,A.Gray,,Proc. Amer. Acad. Arts, 4: 308,(1860),,Philippines to W. Pacific,,,Badusa,A.Gray,19133,,,,,327848-2,,Y,,,,"('CRL', 'FIJ', 'NWG', 'PHI', 'SCZ', 'SOL', 'TON', 'VAN')",
85,986035-1,Baharuia,Baharuia D.J.Middleton,Apocynaceae,Genus,,,,,19304,986035-1,Genus,Accepted,Apocynaceae,,Baharuia,,,,,,D.J.Middleton,,Blumea, 40: 445,(1995),,W. Malesia,,,Baharuia,D.J.Middleton,19304,,,,,986035-1,,Y,,,,"('BOR', 'SUM')",
86,60443102-2,Bahiella,Bahiella J.F.Morales,Apocynaceae,Genus,,,,,343685,60443102-2,Genus,Accepted,Apocynaceae,,Bahiella,,,,,,J.F.Morales,,Sida, 22: 342,(2006),,NE. Brazil,,,Bahiella,J.F.Morales,343685,,,,,60443102-2,,Y,,,,"('BZE',)",
87,2218-1,Baissea,Baissea A.DC.,Apocynaceae,Genus,,,,,19324,2218-1,Genus,Accepted,Apocynaceae,,Baissea,,,,,,A.DC.,A.P.de Candolle,Prodr., 8: 424,(1844),,"Trop. Africa to Namibia, Malesia",,,Baissea,A.DC.,19324,,,,,2218-1,,Y,,,,"('ANG', 'BEN', 'BKN', 'BOT', 'BUR', 'CAB', 'CAF', 'CMN', 'CON', 'CPV', 'EQG', 'GAB', 'GAM', 'GHA', 'GNB', 'GUI', 'IVO', 'KEN', 'LBR', 'MLI', 'MLW', 'NAM', 'NGA', 'NGR', 'SEN', 'SIE', 'TAN', 'TOG', 'UGA', 'ZAI', 'ZAM')",
88,1019379-1,Ballyanthus,Ballyanthus Bruyns,Apocynaceae,Genus,,,,,501678,1019379-1,Genus,Accepted,Apocynaceae,,Ballyanthus,,,,,,Bruyns,,Aloë, 37: 76,(2000),,Somalia,,,Ballyanthus,Bruyns,501678,,,,,1019379-1,,Y,,,,"('SOM',)",
89,298112-2,Balmea,Balmea Martínez,Rubiaceae,Genus,,,,,19697,298112-2,Genus,Accepted,Rubiaceae,,Balmea,,,,,,Martínez,,Bull. Torrey Bot. Club, 69: 438,(1942),,Mexico to El Salvador,,,Balmea,Martínez,19697,,,,,298112-2,,Y,,,,"('ELS', 'GUA', 'MXC', 'MXG', 'MXS', 'MXT')",
90,3223-1,Barjonia,Barjonia Decne.,Apocynaceae,Genus,,,,,501137,3223-1,Genus,Accepted,Apocynaceae,,Barjonia,,,,,,Decne.,A.P.de Candolle,Prodr., 8: 512,(1844),,Suriname to Bolivia,,,Barjonia,Decne.,501137,,,,,3223-1,,Y,,,,"('BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'SUR')",
91,3224-1,Baroniella,Baroniella Costantin & Gallaud,Apocynaceae,Genus,,,,,501157,3224-1,Genus,Accepted,Apocynaceae,,Baroniella,,,,,,Costantin & Gallaud,,"Ann. Sci. Nat., Bot.",", sér. 9, 6: 354",(1907),,Madagascar,,,Baroniella,Costantin & Gallaud,501157,,,,,3224-1,,Y,,,,"('MDG',)",
92,331388-2,Bartonia,Bartonia Muhl. ex Willd.,Gentianaceae,Genus,,,,,2670408,331388-2,Genus,Accepted,Gentianaceae,,Bartonia,,,,,,Muhl. ex Willd.,,Neue Schriften Ges. Naturf. Freunde Berlin, 3: 444,(1801),,SE. Canada to C. & E. U.S.A.,,,Bartonia,Muhl. ex Willd.,2670408,,,,,331388-2,,N,,,,"('ALA', 'ARK', 'CNT', 'DEL', 'FLA', 'GEO', 'ILL', 'INI', 'KTY', 'LOU', 'MAI', 'MAS', 'MIC', 'MIN', 'MRY', 'MSI', 'MSO', 'NBR', 'NCA', 'NFL', 'NSC', 'NWH', 'NWJ', 'NWY', 'OHI', 'OKL', 'ONT', 'PEN', 'QUE', 'RHO', 'SCA', 'TEN', 'TEX', 'VER', 'VRG', 'WDC', 'WIS', 'WVA')",
93,3226-1,Baseonema,Baseonema Schltr. & Rendle,Apocynaceae,Genus,,,,,501169,3226-1,Genus,Accepted,Apocynaceae,,Baseonema,,,,,,Schltr. & Rendle,,J. Bot., 34: 97,(1896),,E. Trop. Africa,,,Baseonema,Schltr. & Rendle,501169,,,,,3226-1,,Y,,,,"('KEN', 'TAN')",
94,3228-1,Batesanthus,Batesanthus N.E.Br.,Apocynaceae,Genus,,,,,501178,3228-1,Genus,Accepted,Apocynaceae,,Batesanthus,,,,,,N.E.Br.,,Hooker's Icon. Pl., 26: t. 2500,(1896),,W. Trop. Africa to Angola,,,Batesanthus,N.E.Br.,501178,,,,,3228-1,,Y,,,,"('ANG', 'CAF', 'CMN', 'CON', 'GAB', 'GUI', 'IVO', 'LBR', 'NGA', 'SIE', 'ZAI')",
95,34203-1,Bathysa,Bathysa C.Presl,Rubiaceae,Genus,,,,,20097,34203-1,Genus,Accepted,Rubiaceae,,Bathysa,,,,,,C.Presl,,Abh. Königl. Böhm. Ges. Wiss.,", ser. 5, 3: 514",(1845),,S. Trop. America,,,Bathysa,C.Presl,20097,,,,,34203-1,,Y,,,,"('BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CLM', 'PER', 'VEN')",
96,34205-1,Batopedina,Batopedina Verdc.,Rubiaceae,Genus,,,,,20129,34205-1,Genus,Accepted,Rubiaceae,,Batopedina,,,,,,Verdc.,,Bull. Jard. Bot. État Bruxelles, 23: 29,(1953),,W. Trop. Africa to Zambia,,,Batopedina,Verdc.,20129,,,,,34205-1,,Y,,,,"('BKN', 'GHA', 'ZAI', 'ZAM')",
